        1   0.01851
        2   0.01872
        3   0.01869
        4   0.01899
        5   0.01882
        1   0.01829
        2   0.01861
        3   0.01853
        4   0.01917
        5   0.01895
        1   0.01844
        2   0.01876
        3   0.01876
        4   0.01852
        5   0.01884
        1   0.01859
        2   0.01886
        3    0.0188
        4   0.01904
        5   0.01835
        1   0.01854
        2   0.01896
        3    0.0188
        4   0.01923
        5   0.01889
        1   0.01853
        2   0.01879
        3   0.01882
        4   0.01905
        5   0.01876
        1   0.01844
        2   0.01879
        3   0.01862
        4   0.01924
        5   0.01891
        1   0.01833
        2   0.01879
        3    0.0186
        4   0.01893
        5   0.01879
