 1    0.91     4.99        1
 2    0.91     8.21        1
 3    0.91     3.38        1
 4    9.14    21.08        0
 5    1.52      6.6        1
 6    0.91     3.38        1
 7    3.05     0.16        1
 8     6.1     3.38        1
 9    3.05      6.6        1
10   12.19      6.6        1
11    4.57     4.99        1
12    0.91     4.99        0
13     6.1     0.16        0
14    0.91     1.77        1
15    3.05     4.99        1
16    0.91    11.43        1
17    3.05      6.6        1
18    4.57     6.52        0
19   12.19      6.6        1
20    1.52     4.99        0
21    1.52     4.99        1
22    1.52     9.82        0
23    4.57    32.19        0
24    3.05     3.38        1
25    9.14     3.38        1
26    0.91    21.08        1
27    4.57     3.38        1
28    1.52    19.47        0
29    1.52    11.43        0
30    0.91     1.77        1
31    3.05     4.99        1
32    9.14     1.77        1
33    1.52     0.16        1
34    4.57    14.56        0
35    0.91    13.04        0
36    1.52     3.38        1
37    3.05     4.99        1
38    0.91     3.38        1
39    0.91    16.25        0
40    0.91    27.52        0
41    0.91     4.99        1
42    4.57    35.57        0
43    3.05     4.99        1
44    4.57     3.38        1
45    1.52    32.35        0
46     6.1     1.77        1
47    3.05    11.43        1
48    4.57     0.16        1
49    4.57    16.09        0
50    4.57    20.92        0
51    3.05    29.13        0
52    1.52     3.38        1
53    1.52      6.6        0
54    1.52    19.47        0
55    4.57    32.19        0
56    1.52     1.77        1
57    3.05    11.43        0
58    3.05     1.77        1
59     6.1     3.38        1
60    3.05     3.38        1
61    0.91     4.99        1
62    0.91    16.25        0
63    3.05     9.82        0
64    0.91     3.38        1
65    3.05     4.99        1
66    4.57    25.75        0
67    3.05     1.77        1
68    3.05     0.16        1
69     6.1     3.38        1
70    3.05     8.21        1
71    3.05    17.86        0
72     6.1     8.21        1
73    3.05     3.38        1
74    1.52     3.38        1
75    3.05      6.6        1
76    0.91    17.86        0
77    3.05     4.99        1
78    1.52     9.82        1
79    4.57    32.19        1
80    3.05     4.99        1
81     6.1     3.38        1
82    0.91     3.38        1
83    4.57     8.05        1
84    3.05      6.6        1
85    4.57     9.82        1
86    0.91     0.16        1
87    4.57    16.09        0
88    1.52    14.65        1
89    1.52     9.82        1
90    1.52    17.86        1
91    3.05     0.16        1
92    0.91     3.38        1
93    0.91     4.99        1
94    1.52     3.38        1
95    4.57    28.97        0
96    0.91    19.47        0
97    1.52    27.52        0
98    3.05    22.69        0
99    1.52     1.77        1
100   12.19    13.04        1
101    1.52     3.38        1
102    4.57    28.97        0
103    3.05    29.13        0
104    0.91     0.16        1
105    3.05    17.86        0
106    1.52     4.99        1
107    0.91    13.04        1
108    1.52     1.77        1
109    1.52    22.69        0
110    1.52    17.86        0
111    4.57     4.99        1
112    3.05      6.6        1
113    4.57     0.16        1
114    0.91     3.38        1
115    0.91    24.46        0
116    1.52    11.43        0
117    1.52    21.08        0
118    0.91     4.99        1
119    0.91     0.16        1
120    1.52    21.08        0
121    4.57     0.16        1
122    4.57     24.3        0
123    4.57     4.91        0
124    4.57     9.82        0
125     6.1    19.47        1
126    3.05    17.86        1
127    0.91      6.6        1
128    4.57     4.91        0
129    4.57     1.77        1
130    1.52    29.13        0
131    0.91    29.13        0
132    9.14     0.16        1
133     6.1     3.38        1
134    3.05     4.99        0
135    3.05     9.82        1
136    3.05     8.21        1
137    4.57     0.16        1
138    4.57     9.82        0
139    1.52    29.13        0
140     6.1    16.25        0
141    3.05     4.99        1
142    0.91    17.86        0
143    0.91     4.99        1
144    3.05    11.43        0
145    0.91     0.16        1
146     6.1     4.99        1
147    1.52    17.86        0
148    1.52    16.25        0
149     6.1     3.38        1
150    0.91     1.77        1
151    4.57    13.04        0
152    1.52     24.3        0
153    0.91    19.47        0
154     6.1     0.16        0
155    1.52      6.6        1
156     6.1    38.79        0
157    3.05     8.21        1
158    3.05      6.6        1
159    0.91     0.16        1
160    1.52    40.39        0
161    1.52    13.04        0
162    9.14     0.16        1
163     6.1    11.43        1
164    3.05     8.21        0
165    1.52     4.99        0
166    3.05    13.04        1
167     6.1     1.77        0
168    3.05     0.16        1
169    1.52    25.91        0
170     6.1     9.82        1
171     6.1    17.86        1
172    4.57     8.13        1
173    4.57    37.18        0
174    1.52     0.16        1
175   12.19     4.99        1
176    0.91     8.21        0
177    4.57     4.99        1
178    4.57        0        1
179    0.91     0.16        1
180    4.57    48.28        0
181     6.1     3.38        1
182    1.52    21.08        0
183    4.57    32.19        0
184    3.05     9.82        1
185    4.57     8.13        1
186    1.52     0.16        1
187    4.57     17.7        0
188    3.05     9.82        1
189    6.71    14.65        1
190    3.05     4.99        0
191   12.19     3.38        1
192    4.57    11.43        0
193    4.57     9.98        1
194    1.52     24.3        0
195    4.57     4.99        1
196     6.1     8.21        1
197    0.91     4.99        0
198    9.14     4.99        0
199    4.57     3.38        1
200    4.57     9.82        1
201    0.91    13.04        0
202    0.91      6.6        1
203    0.91    11.43        0
204    0.91    17.86        0
205     6.1    21.08        1
206    4.57     0.97        1
207    4.57    19.47        1
208    3.05    21.08        0
209   12.19     4.99        1
210     6.1    29.13        1
211    4.57    12.15        1
212    3.05     1.77        1
213    0.91     3.38        1
214    1.52      6.6        1
215    4.57     4.91        0
216     6.1     4.99        1
217    4.57    16.25        0
218    3.05      6.6        1
219    0.91     3.38        1
220    4.57     1.69        1
221    1.52    17.86        0
222    0.91    11.43        0
223    7.62    40.39        0
224    1.52    11.59        0
225     6.1     3.38        1
226    1.52     0.16        1
227    3.05     4.99        1
228    1.52    16.25        0
229    4.57     4.99        1
230    3.05    21.08        0
231    4.57    12.15        1
232    1.52     9.82        1
233    1.52     1.77        1
234    4.57     1.77        1
235    1.52    33.96        0
236     6.1     0.16        1
237     6.1      6.6        1
238    3.05    16.25        0
239    6.71  74.1899        0
240    1.52     4.99        1
241    1.52     3.38        1
242    3.05    13.04        0
243    1.52     0.16        1
244    0.91     4.99        1
245    4.57    28.97        0
246     6.1     3.38        1
247     6.1    11.43        1
248    1.52     4.99        0
249    4.57    14.65        1
250    4.57     1.77        1
251     6.1     9.82        1
252    1.52     1.77        1
253    4.57     0.89        1
254    3.05    33.96        0
255    3.05     24.3        0
256    4.57    14.56        0
257    1.52    14.65        0
258    4.57    14.56        0
259    1.52    22.69        0
260    0.91     24.3        0
261    1.52    19.47        0
262     6.1     4.99        0
263    0.91    14.65        0
264    3.05     0.16        1
265     6.1     4.99        1
266    3.05    11.43        1
267     6.1    13.04        1
268    0.91     1.77        1
269    4.57    19.47        1
270    3.05     1.77        1
271    0.91     0.16        1
272    1.52     1.77        1
273    1.52    25.91        0
274    1.52     0.16        1
275    4.57      6.6        1
276    3.05     4.99        1
277     6.1     0.16        1
278    0.91     3.38        1
279    6.71    21.08        1
280    1.52      6.6        1
281     6.1    13.04        1
282    3.05    17.86        0
283    1.52     4.99        1
284    4.57      6.6        1
285    1.52    19.47        0
286    0.91    32.51        0
287    0.91     8.21        1
288    1.52     0.16        1
289    4.57    16.09        1
290    4.57    16.17        1
291    4.57     9.82        0
292    3.05    32.35        0
293    1.52    35.57        0
294    1.52    32.35        0
295    4.57     1.77        1
296    1.52    33.96        0
297    0.91     9.82        0
298    4.57    11.43        0
299    3.05     4.99        1
300    3.05      6.6        1
301    3.05     0.16        1
302    0.91     4.99        1
303    0.91     3.38        1
304    1.52    11.43        1
305    3.05      6.6        1
306    4.57    48.28        0
307    0.91     0.16        1
308    1.52    16.25        0
309    3.05    16.25        0
310     6.1     3.38        1
311    1.52     3.38        0
312    4.57      6.6        1
313    3.05     4.99        1
314    6.71    16.25        0
315    0.91     3.38        1
316    4.57      6.6        1
317    0.91     0.16        1
318    0.91    13.04        0
319    0.91     4.99        1
320    3.05     1.77        1
321    0.91     4.99        0
322    4.57     4.99        1
323    4.57     8.13        1
324     6.1      6.6        0
325    3.05    14.65        0
326    3.05     24.3        0
327     6.1     0.16        1
328    0.91     8.21        1
329    4.57     24.3        0
330     6.1     1.77        1
331    3.05    32.51        0
332    4.57     1.77        1
333    0.91    16.25        0
334    4.57    14.65        0
335    1.52     4.99        1
336     6.1    33.96        0
337     6.1    13.04        1
338    3.05     1.77        1
339    1.52     1.77        1
340    0.91     4.99        1
341    0.91    16.25        0
342     6.1     0.16        1
343    1.52    33.96        0
344    1.52     1.77        1
345     6.1    27.52        0
346    4.57     0.16        1
347    4.57     1.77        0
348    1.52     8.21        1
349    3.05     9.82        1
350    4.57     3.38        1
351    4.57    14.56        0
352    1.52     1.77        1
353    1.52     1.77        1
354    1.52    22.69        0
355    1.52     4.99        1
356    0.91     8.21        1
357    3.05     9.82        1
358    4.57     0.16        1
359    3.05     0.16        1
360    4.57    16.09        0
361    1.52     24.3        0
362    0.91    11.43        0
363    4.57     8.13        0
364    9.14     0.16        1
365    4.57    80.47        0
366    3.05      6.6        1
367    3.05     4.99        1
368    3.05    13.04        1
369    1.52    25.91        0
370    3.05     3.38        1
371    4.57    13.04        1
372    1.52    35.57        0
373     6.1     0.16        1
374    3.05     3.38        1
375    3.05      6.6        0
376    0.91     30.9        0
377    1.52     0.16        1
378    3.05     8.37        0
379    0.91     3.38        1
380    4.57     0.16        1
381    4.57    25.91        0
382    4.57      6.6        1
383    0.91    13.04        0
384    4.57     3.38        1
385    0.91    21.08        0
386    1.52     0.16        1
387    3.05     4.99        1
388    3.05    16.25        0
389    9.14    21.08        0
390    0.91      6.6        1
391    4.57    22.53        0
392    3.05    38.79        0
393    1.52     0.16        1
394    0.91     3.38        1
395    4.57     4.99        1
396    3.05    13.04        1
397    0.91     8.21        0
398    3.05    16.25        0
399    3.05     1.77        1
400     6.1    14.65        1
401    0.91      6.6        1
402    0.91     0.16        1
403     6.1     0.16        1
404    4.57     4.99        1
405    4.57    12.15        0
406    4.57    32.19        0
407    0.91     1.77        1
408    1.52     0.16        1
409    0.91     1.77        1
410    1.52     3.38        1
411    0.91    17.86        0
412    6.71    19.47        1
413     6.1    11.43        1
414    3.05    13.04        0
415     6.1    11.43        1
