price,street,number,city,sqft,bedrooms,baths,corner,pool,lakeshore,foreclosed,recorded
225.9,Big Bear Lake Dr,7101,Arlington,2872,3,2,0,0,0,0,10/10/14
221.4,Big Bear Lake Dr,7104,Arlington,2548,4,3,0,0,0,0,10/10/14
236.6,Big Bear Lake Dr,7105,Arlington,2817,4,3,0,1,0,0,10/10/14
205.1,Big Bear Lake Dr,7108,Arlington,2419,3,2.5,0,0,0,0,10/10/14
212.4,Big Bear Lake Dr,7109,Arlington,2640,3,2,0,1,0,0,10/10/14
225.8,Big Bear Lake Dr,7112,Arlington,2686,3,2,0,0,0,0,10/10/14
258.8,Big Bear Lake Dr,7111,Arlington,2945,4,3,0,0,0,0,10/10/14
244.9,Big Bear Lake Dr,7114,Arlington,2846,4,3.5,0,0,0,0,10/10/14
213.2,Big Bear Lake Dr,7201,Arlington,2632,4,3,0,0,0,0,10/10/14
211.7,Big Bear Lake Dr,7200,Arlington,2598,3,2,0,0,0,0,10/10/14
230.0,Big Bear Lake Dr,7203,Arlington,2800,3,2,0,1,0,0,10/10/14
188.9,Big Bear Lake Dr,7205,Arlington,2599,3,2,0,0,0,0,10/10/14
223.6,Big Bear Lake Dr,7205,Arlington,2731,3,2,0,0,0,0,10/10/14
210.5,Big Bear Lake Dr,7208,Arlington,2499,4,2,0,0,0,0,10/10/14
231.8,Big Bear Lake Dr,7212,Arlington,2832,3,2,1,0,0,0,10/10/14
289.9,Lake Louise Dr,7105,Arlington,3111,4,3,1,0,0,0,10/10/14
213.9,Lake Louise Dr,7106,Arlington,2713,3,2,0,0,0,0,10/10/14
251.2,Lake Louise Dr,7103,Arlington,3152,4,3,0,0,0,0,10/10/14
225.6,Lake Louise Dr,7104,Arlington,2877,3,2,0,0,0,0,10/10/14
253.9,Lake Louise Dr,7101,Arlington,3200,4,1,0,0,0,0,10/10/14
214.5,Lake Louise Dr,7100,Arlington,2566,3,2.5,1,0,0,0,10/10/14
234.2,Lake Louise Dr,7010,Arlington,2752,3,2,1,0,0,0,10/10/14
212.5,Lake Louise Dr,7009,Arlington,2510,3,2,0,0,0,0,10/10/14
247.0,Lake Louise Dr,7008,Arlington,2578,3,2,0,1,0,0,10/10/14
248.5,Lake Louise Dr,7005,Arlington,3067,4,2,0,0,0,0,10/10/14
242.1,Lake Louise Dr,7006,Arlington,2921,4,2.5,0,1,0,0,10/10/14
233.2,Lake Louise Dr,7003,Arlington,2932,3,2,0,0,0,0,10/10/14
228.4,Lake Louise Dr,7002,Arlington,2782,4,2,0,0,0,0,10/10/14
238.8,Lake Louise Dr,7001,Arlington,2897,3,2,1,1,0,0,10/10/14
225.7,Lake Louise Dr,7000,Arlington,2616,3,2,1,1,0,0,10/10/14
245.9,Cedar Creek Ct,4004,Arlington,3102,3,2,0,0,0,0,10/10/14
300.6,Cedar Creek Ct,4008,Arlington,3620,3,2,0,0,0,0,10/10/14
243.4,Cedar Creek Ct,4005,Arlington,2434,4,2.5,0,1,0,0,10/10/14
231.1,Crater Lake Dr,7012,Arlington,3017,3,2,1,0,0,0,10/10/14
214.2,Crater Lake Dr,7009,Arlington,2570,4,2,0,0,0,0,10/10/14
245.3,Crater Lake Dr,7008,Arlington,3128,3,2,0,0,0,0,10/10/14
230.2,Crater Lake Dr,7007,Arlington,2812,4,3,0,0,0,0,10/10/14
213.0,Crater Lake Dr,7006,Arlington,2437,3,2,0,0,0,0,10/10/14
239.8,Crater Lake Dr,7005,Arlington,2432,3,2,0,0,0,0,10/10/14
233.0,Crater Lake Dr,7004,Arlington,2888,4,3,0,0,0,0,10/10/14
210.4,Crater Lake Dr,7003,Arlington,2515,4,3,0,0,0,0,10/10/14
221.9,Crater Lake Dr,7002,Arlington,2712,3,2,0,0,0,0,10/10/14
242.4,Crater Lake Dr,7000,Arlington,2937,4,3,1,1,0,0,10/10/14
234.4,Crater Lake Dr,7001,Arlington,2962,3,3,1,0,0,0,10/10/14
