Magnatude	Date_Time Depth	Depth
0.4	2015/05/02 09:50:48 HST	0.9
1.5	2015/05/02 09:29:41 HST	1.1
0.9	2015/05/02 09:25:34 HST	15.1
1.1	2015/05/02 09:13:03 HST	1.7
1.1	2015/05/02 08:20:18 HST	2.7
1.2	2015/05/02 08:09:47 HST	12.4
0.5	2015/05/02 08:03:06 HST	2.7
1.5	2015/05/02 07:50:38 HST	2.6
0.6	2015/05/02 07:39:15 HST	2
0.9	2015/05/02 07:29:24 HST	2.3
2.1	2015/05/02 07:09:34 HST	30.3
0.9	2015/05/02 06:41:11 HST	3
2.3	2015/05/02 06:23:10 HST	1.6
1.3	2015/05/02 06:12:43 HST	4.1
1.3	2015/05/02 06:05:21 HST	1.9
0.7	2015/05/02 05:22:18 HST	2.1
0.7	2015/05/02 05:21:05 HST	0
0.9	2015/05/02 05:19:27 HST	2.4
0.9	2015/05/02 05:18:32 HST	2.9
0.6	2015/05/02 05:01:57 HST	2
0.7	2015/05/02 04:17:39 HST	1.5
0.4	2015/05/02 04:12:03 HST	3.2
0.9	2015/05/02 04:08:21 HST	2.7
0.9	2015/05/02 04:00:37 HST	0.6
0.7	2015/05/02 03:30:50 HST	6.6
1.2	2015/05/02 03:25:20 HST	2.1
1.8	2015/05/02 03:18:11 HST	3
0.5	2015/05/02 03:11:53 HST	1.7
1	2015/05/02 02:53:32 HST	7.6
0.1	2015/05/02 02:47:52 HST	1.5
2	2015/05/02 02:41:35 HST	2.4
0.6	2015/05/02 02:33:12 HST	1.8
0.9	2015/05/02 02:03:33 HST	2
1.3	2015/05/02 01:43:47 HST	3.3
1.3	2015/05/02 01:43:25 HST	1.9
0.6	2015/05/02 01:41:13 HST	0.7
0.7	2015/05/02 01:34:54 HST	4
0.6	2015/05/02 01:29:50 HST	2.2
1.8	2015/05/02 01:13:21 HST	30.7
0.9	2015/05/02 01:08:32 HST	2.5
0.6	2015/05/02 01:07:25 HST	2.5
1.1	2015/05/02 01:03:36 HST	0
1.3	2015/05/02 00:53:27 HST	1.9
0.8	2015/05/02 00:27:17 HST	6.2
0.6	2015/05/02 00:12:49 HST	0.3
1.1	2015/05/02 00:06:24 HST	1.7
0.6	2015/05/02 00:05:48 HST	2
0.6	2015/05/01 23:56:08 HST	0
0.6	2015/05/01 23:50:09 HST	2.4
0.9	2015/05/01 23:11:04 HST	2.2
0.7	2015/05/01 22:57:46 HST	2.8
1.1	2015/05/01 22:53:38 HST	3.2
1.9	2015/05/01 22:23:54 HST	3
2	2015/05/01 22:20:08 HST	3
0.8	2015/05/01 22:19:07 HST	2.8
0.7	2015/05/01 22:15:46 HST	9.4
0.7	2015/05/01 22:06:12 HST	1.4
1.2	2015/05/01 21:48:07 HST	2.2
2.1	2015/05/01 21:45:26 HST	2.5
1.7	2015/05/01 21:44:25 HST	3.8
2.1	2015/05/01 21:38:14 HST	1
2	2015/05/01 21:37:46 HST	2.7
0.9	2015/05/01 21:27:17 HST	3.8
0.9	2015/05/01 21:16:21 HST	2.2
1.3	2015/05/01 20:39:41 HST	4.2
1.1	2015/05/01 20:30:16 HST	0.3
2.2	2015/05/01 20:22:58 HST	2.2
0.4	2015/05/01 20:00:35 HST	3.8
1.6	2015/05/01 19:53:29 HST	1.7
1.8	2015/05/01 19:32:28 HST	3.1
0.7	2015/05/01 19:31:50 HST	1.8
0.9	2015/05/01 19:06:07 HST	2.5
2.7	2015/05/01 18:47:15 HST	3.5
1.3	2015/05/01 18:10:49 HST	2.1
0.7	2015/05/01 18:09:57 HST	8.2
1.2	2015/05/01 17:50:47 HST	1.6
1.7	2015/05/01 17:48:07 HST	1.3
2	2015/05/01 17:46:18 HST	3.6
1.1	2015/05/01 17:28:14 HST	3.5
1	2015/05/01 17:08:18 HST	2.5
0.3	2015/05/01 16:49:31 HST	2.1
0.7	2015/05/01 16:49:02 HST	1
1.7	2015/05/01 16:37:02 HST	2.4
2	2015/05/01 16:03:45 HST	3.4
1.5	2015/05/01 15:58:03 HST	1.7
0.6	2015/05/01 15:50:12 HST	2.6
2.3	2015/05/01 15:20:54 HST	3.1
0.4	2015/05/01 15:12:54 HST	3.4
0.6	2015/05/01 15:09:49 HST	0.3
0.9	2015/05/01 15:02:14 HST	0
1.5	2015/05/01 14:59:00 HST	5.8
0.1	2015/05/01 14:34:39 HST	1.9
0.6	2015/05/01 14:21:18 HST	1.6
1.2	2015/05/01 13:28:45 HST	3.1
1.2	2015/05/01 12:44:52 HST	3.5
1	2015/05/01 12:06:59 HST	2.1
1	2015/05/01 11:51:10 HST	1.3
1.4	2015/05/01 11:26:34 HST	2.1
0.5	2015/05/01 11:23:34 HST	2.1
0.5	2015/05/01 11:18:45 HST	7.9
1	2015/05/01 11:16:06 HST	2.2
1	2015/05/01 10:32:25 HST	5.6
1.7	2015/05/01 10:30:58 HST	0.3
0.9	2015/05/01 10:26:04 HST	2.4
1	2015/05/01 10:19:19 HST	1.5
1.3	2015/05/01 10:11:48 HST	3.3
1.1	2015/05/01 09:51:12 HST	3
0.3	2015/05/01 09:50:54 HST	0.1
1.8	2015/05/01 09:47:10 HST	3.4
2.6	2015/05/01 09:39:32 HST	2.8
1.3	2015/05/01 09:37:41 HST	2.6
2	2015/05/01 09:35:05 HST	2.7
2.9	2015/05/01 09:32:19 HST	7.7
3.1	2015/05/01 09:30:32 HST	2.9
1.2	2015/05/01 09:29:30 HST	2.6
1.7	2015/05/01 09:24:07 HST	3.4
1.1	2015/05/01 09:18:35 HST	2.3
1.2	2015/05/01 09:02:32 HST	5.3
0.7	2015/05/01 08:48:41 HST	6.4
1.2	2015/05/01 08:40:06 HST	2
1.1	2015/05/01 08:36:28 HST	1.6
1.8	2015/05/01 08:33:38 HST	3.2
2.1	2015/05/01 08:13:41 HST	26.3
0.7	2015/05/01 08:11:22 HST	3.4
1.3	2015/05/01 07:48:28 HST	3.3
0.4	2015/05/01 07:32:59 HST	2
1.2	2015/05/01 07:30:13 HST	2.7
0.9	2015/05/01 07:21:34 HST	3.3
0.7	2015/05/01 07:08:24 HST	26.5
2	2015/05/01 07:04:36 HST	2.6
1.5	2015/05/01 06:54:20 HST	3.4
0.8	2015/05/01 06:44:54 HST	2
1.9	2015/05/01 06:42:34 HST	9.1
0.9	2015/05/01 06:28:36 HST	3.1
0.1	2015/05/01 06:14:14 HST	1.9
0.8	2015/05/01 06:12:55 HST	5.1
0.4	2015/05/01 05:57:43 HST	2.1
0.6	2015/05/01 05:47:53 HST	2.2
1.4	2015/05/01 05:45:02 HST	2.7
1.1	2015/05/01 05:32:40 HST	1
0.8	2015/05/01 05:13:58 HST	5.1
0.8	2015/05/01 05:04:19 HST	3.4
2	2015/05/01 04:54:46 HST	3.1
1.2	2015/05/01 04:44:12 HST	3.2
0.1	2015/05/01 04:31:54 HST	2.4
0.9	2015/05/01 04:27:28 HST	0.1
0.9	2015/05/01 04:21:47 HST	2.8
1.5	2015/05/01 04:17:24 HST	2.2
1.8	2015/05/01 04:16:55 HST	2.5
0.5	2015/05/01 04:15:05 HST	5.3
0.2	2015/05/01 04:06:48 HST	2.9
0.9	2015/05/01 04:01:15 HST	1.7
0.4	2015/05/01 03:30:55 HST	2.3
0.4	2015/05/01 03:22:58 HST	2.8
0.6	2015/05/01 03:10:50 HST	2.6
0.9	2015/05/01 03:07:58 HST	2.7
2.5	2015/05/01 02:58:42 HST	12.1
0.9	2015/05/01 02:57:45 HST	3.8
0.6	2015/05/01 02:50:49 HST	2
0.4	2015/05/01 02:49:42 HST	2.3
0.6	2015/05/01 02:43:44 HST	1.4
0.4	2015/05/01 02:38:55 HST	2
1.8	2015/05/01 02:27:04 HST	3.1
2.6	2015/05/01 02:23:51 HST	3.1
0.9	2015/05/01 02:21:48 HST	3.1
0.7	2015/05/01 02:13:37 HST	2.8
0.9	2015/05/01 02:04:59 HST	3.1
1.4	2015/05/01 01:52:10 HST	3.1
0.4	2015/05/01 01:44:26 HST	2.2
1.5	2015/05/01 01:33:40 HST	3
0.6	2015/05/01 01:32:49 HST	2.9
1.1	2015/05/01 01:29:36 HST	0
0.7	2015/05/01 01:29:13 HST	0
0.9	2015/05/01 01:21:02 HST	2.2
1.4	2015/05/01 01:17:40 HST	2.7
1.2	2015/05/01 01:15:26 HST	2.5
0.9	2015/05/01 01:11:45 HST	3.6
2.5	2015/05/01 01:05:28 HST	1.2
0.7	2015/05/01 01:02:50 HST	2.9
1.3	2015/05/01 00:53:01 HST	3.6
1.5	2015/05/01 00:44:32 HST	2.9
1	2015/05/01 00:40:11 HST	1.8
2	2015/05/01 00:35:19 HST	2.7
0.9	2015/05/01 00:33:50 HST	3
1	2015/05/01 00:29:00 HST	3.6
2.7	2015/05/01 00:19:26 HST	2.7
1.3	2015/05/01 00:14:36 HST	2.9
1.2	2015/04/30 23:32:13 HST	2.2
0.4	2015/04/30 23:11:13 HST	2.7
1.6	2015/04/30 22:57:52 HST	2.1
2.1	2015/04/30 22:26:52 HST	2.9
0.4	2015/04/30 22:26:31 HST	2.6
1.2	2015/04/30 22:06:42 HST	1.9
1.1	2015/04/30 21:56:42 HST	5.2
0.6	2015/04/30 21:21:51 HST	0
1.4	2015/04/30 21:07:45 HST	8.8
1.5	2015/04/30 21:04:34 HST	11.2
0.4	2015/04/30 20:34:27 HST	3.3
1.5	2015/04/30 20:18:36 HST	1.5
1.4	2015/04/30 20:08:03 HST	2.5
2.4	2015/04/30 19:42:00 HST	1.4
1.4	2015/04/30 18:49:27 HST	2.4
0.9	2015/04/30 18:36:16 HST	2.2
0.8	2015/04/30 18:34:06 HST	1.4
2.8	2015/04/30 18:28:56 HST	1.9
0.4	2015/04/30 18:28:29 HST	1.8
0.6	2015/04/30 18:22:02 HST	2.1
1.4	2015/04/30 18:12:24 HST	3
0.6	2015/04/30 17:57:54 HST	2
0.8	2015/04/30 17:24:52 HST	2.9
0.6	2015/04/30 17:17:24 HST	4.9
2.1	2015/04/30 17:02:32 HST	2.4
1.1	2015/04/30 16:53:33 HST	2.4
2.8	2015/04/30 16:46:51 HST	2
1.7	2015/04/30 16:46:32 HST	1.8
1.3	2015/04/30 16:41:02 HST	2.6
0.8	2015/04/30 16:34:55 HST	0.9
0.6	2015/04/30 16:29:08 HST	0.8
2.4	2015/04/30 16:21:42 HST	2.2
1	2015/04/30 16:20:03 HST	4.2
0.6	2015/04/30 16:19:44 HST	1.2
0.8	2015/04/30 16:17:34 HST	2.5
2.1	2015/04/30 16:07:57 HST	2.8
0.8	2015/04/30 16:06:18 HST	2.9
3	2015/04/30 16:00:33 HST	2.6
1	2015/04/30 15:48:07 HST	1.9
0.9	2015/04/30 15:33:48 HST	2.5
2.4	2015/04/30 15:25:41 HST	2.6
1.9	2015/04/30 14:59:06 HST	14
0.9	2015/04/30 14:58:47 HST	1.7
0.5	2015/04/30 14:34:49 HST	0.3
1.4	2015/04/30 14:13:55 HST	2.5
1.2	2015/04/30 13:59:18 HST	2.1
0.5	2015/04/30 13:46:13 HST	3.9
2.1	2015/04/30 13:33:27 HST	35.8
0.8	2015/04/30 13:28:54 HST	3.2
1	2015/04/30 13:25:11 HST	2.4
0.9	2015/04/30 13:19:47 HST	2.5
2	2015/04/30 13:03:38 HST	2.8
0.6	2015/04/30 12:45:57 HST	3.5
1.4	2015/04/30 12:37:49 HST	5.5
0.3	2015/04/30 12:02:16 HST	3
0.9	2015/04/30 11:52:08 HST	2.9
1.1	2015/04/30 11:48:33 HST	4.4
2.1	2015/04/30 11:26:06 HST	1.1
0.7	2015/04/30 11:06:35 HST	1.9
1.2	2015/04/30 10:49:10 HST	2.7
0.9	2015/04/30 10:25:30 HST	0.9
0.9	2015/04/30 10:04:09 HST	2.7
2	2015/04/30 09:58:32 HST	2.8
2.1	2015/04/30 09:56:37 HST	2.6
1.2	2015/04/30 09:52:11 HST	2.3
0.6	2015/04/30 09:45:45 HST	2.7
1.9	2015/04/30 09:27:18 HST	2.5
2	2015/04/30 09:16:56 HST	2.5
1.5	2015/04/30 09:02:34 HST	1.1
1	2015/04/30 09:00:59 HST	2.3
0.5	2015/04/30 08:59:33 HST	3.2
0.9	2015/04/30 08:28:16 HST	0.2
1.2	2015/04/30 08:10:55 HST	1.9
1.1	2015/04/30 07:46:30 HST	2.4
1	2015/04/30 07:21:19 HST	2.6
0.3	2015/04/30 07:16:35 HST	3.5
2.1	2015/04/30 07:12:01 HST	2.6
0.9	2015/04/30 07:04:12 HST	3.4
1.4	2015/04/30 06:47:57 HST	3.4
0.6	2015/04/30 06:42:39 HST	2.2
1.6	2015/04/30 06:29:51 HST	4.7
0.8	2015/04/30 06:16:05 HST	1.9
0.4	2015/04/30 05:45:29 HST	1.3
0.1	2015/04/30 05:30:12 HST	3.7
1	2015/04/30 05:29:45 HST	8.1
0.4	2015/04/30 05:23:56 HST	2.5
1.4	2015/04/30 05:19:22 HST	2.5
0.8	2015/04/30 05:18:15 HST	2.6
0.5	2015/04/30 05:15:40 HST	0.7
2.3	2015/04/30 05:09:48 HST	2.5
2.3	2015/04/30 05:09:28 HST	2.9
0.6	2015/04/30 04:49:22 HST	3.5
2.5	2015/04/30 04:38:42 HST	13.3
0.6	2015/04/30 04:23:54 HST	2.3
2	2015/04/30 03:17:19 HST	2.7
1.2	2015/04/30 03:14:34 HST	4.2
0.8	2015/04/30 02:47:11 HST	3.1
0.7	2015/04/30 02:36:02 HST	6.7
0.2	2015/04/30 02:18:55 HST	2.8
1.3	2015/04/30 02:08:15 HST	2.8
0.9	2015/04/30 02:05:42 HST	0
1.1	2015/04/30 01:38:55 HST	11.9
1.4	2015/04/30 01:30:31 HST	1.3
2.3	2015/04/30 01:18:40 HST	1.1
0.7	2015/04/30 01:18:15 HST	2.7
1.8	2015/04/30 01:07:25 HST	1.7
1	2015/04/30 00:42:31 HST	2.7
0.3	2015/04/30 00:27:51 HST	2.9
1.4	2015/04/30 00:06:19 HST	1.3
1.2	2015/04/29 23:58:47 HST	17.2
0.9	2015/04/29 23:45:11 HST	2.3
0.6	2015/04/29 22:53:05 HST	7.2
0.5	2015/04/29 22:13:39 HST	13.4
1.9	2015/04/29 21:48:41 HST	2.9
0.9	2015/04/29 21:29:54 HST	2.8
2.3	2015/04/29 21:12:49 HST	2.5
0.7	2015/04/29 21:03:56 HST	3
1.2	2015/04/29 21:00:24 HST	2.1
0.5	2015/04/29 20:43:31 HST	2.2
0.9	2015/04/29 20:32:07 HST	1.1
0.4	2015/04/29 20:31:32 HST	3.2
2.3	2015/04/29 20:14:07 HST	3.6
2.4	2015/04/29 20:14:06 HST	2.7
0.7	2015/04/29 20:00:32 HST	3.3
1.7	2015/04/29 19:54:22 HST	4.8
1.2	2015/04/29 19:47:56 HST	1.6
0.6	2015/04/29 19:32:41 HST	2.9
1.6	2015/04/29 19:27:13 HST	5.2
0.8	2015/04/29 18:49:45 HST	2.5
0.9	2015/04/29 18:47:53 HST	2.2
1.6	2015/04/29 18:26:22 HST	2.7
1.8	2015/04/29 18:15:39 HST	3.1
1.4	2015/04/29 18:13:51 HST	2.7
1.1	2015/04/29 18:09:04 HST	3.2
0.2	2015/04/29 18:07:24 HST	2.3
0.8	2015/04/29 17:50:47 HST	2.2
0.3	2015/04/29 17:26:59 HST	3.2
0.4	2015/04/29 17:24:42 HST	2.4
0.8	2015/04/29 17:15:30 HST	2.4
0.2	2015/04/29 17:10:10 HST	3
1.9	2015/04/29 16:39:49 HST	3.1
0.9	2015/04/29 16:26:26 HST	2.9
1.5	2015/04/29 16:22:52 HST	9.5
1.2	2015/04/29 16:21:06 HST	2.9
0.7	2015/04/29 16:16:37 HST	4.6
0.6	2015/04/29 16:15:33 HST	2.5
1.5	2015/04/29 15:56:02 HST	5.8
1.1	2015/04/29 15:46:43 HST	0.9
0.8	2015/04/29 14:56:39 HST	3.2
1.2	2015/04/29 14:54:10 HST	2.9
0.5	2015/04/29 14:37:10 HST	3
1.7	2015/04/29 14:23:27 HST	0.4
1	2015/04/29 14:16:06 HST	3.1
0.4	2015/04/29 14:13:36 HST	1.6
1.9	2015/04/29 14:06:12 HST	2.5
2.3	2015/04/29 13:53:07 HST	3.6
0.5	2015/04/29 13:45:07 HST	2.8
1.5	2015/04/29 13:15:02 HST	2.6
1.8	2015/04/29 13:14:23 HST	1.5
2.1	2015/04/29 13:11:29 HST	2.3
3.1	2015/04/29 13:08:54 HST	1.6
1.3	2015/04/29 12:30:07 HST	1.6
1.1	2015/04/29 12:13:44 HST	2.6
1.3	2015/04/29 12:09:39 HST	2.6
0.7	2015/04/29 11:59:49 HST	3.1
1.1	2015/04/29 11:53:54 HST	2.6
1	2015/04/29 11:50:50 HST	1.2
0.9	2015/04/29 11:47:13 HST	2.8
1.1	2015/04/29 11:35:45 HST	5.5
0.7	2015/04/29 11:33:56 HST	1.4
1.3	2015/04/29 11:24:56 HST	2.5
1.4	2015/04/29 11:13:16 HST	0
1.6	2015/04/29 11:07:43 HST	4.4
0.9	2015/04/29 11:04:22 HST	2.8
1.1	2015/04/29 10:52:51 HST	7.6
0.9	2015/04/29 10:36:29 HST	4.4
1.6	2015/04/29 10:32:00 HST	1.2
0.2	2015/04/29 09:39:58 HST	2.4
2	2015/04/29 09:29:31 HST	2.4
3.3	2015/04/29 09:15:59 HST	7.2
1.2	2015/04/29 09:14:18 HST	5.6
0.5	2015/04/29 08:55:12 HST	3.5
0.6	2015/04/29 08:53:24 HST	2.5
1.4	2015/04/29 08:48:55 HST	3.5
0.6	2015/04/29 08:46:58 HST	1.7
1	2015/04/29 08:39:57 HST	2.1
0.9	2015/04/29 07:56:07 HST	3.6
1.5	2015/04/29 07:39:46 HST	1.7
3	2015/04/29 07:35:00 HST	0.9
2.1	2015/04/29 07:21:03 HST	1.3
0.9	2015/04/29 07:18:16 HST	3.7
1.2	2015/04/29 07:12:25 HST	1.8
1.4	2015/04/29 06:53:48 HST	1.9
1.2	2015/04/29 06:51:39 HST	8.6
1.4	2015/04/29 06:14:59 HST	8.7
1.1	2015/04/29 05:54:37 HST	2.5
0.1	2015/04/29 05:49:00 HST	2.3
1.8	2015/04/29 05:38:26 HST	42.3
0.4	2015/04/29 05:31:13 HST	3.3
0.7	2015/04/29 05:22:11 HST	0
0.8	2015/04/29 05:15:26 HST	5
0.7	2015/04/29 05:02:40 HST	2.5
1.4	2015/04/29 04:41:29 HST	3.3
1	2015/04/29 04:32:40 HST	2.7
0.8	2015/04/29 04:31:55 HST	2.2
1.1	2015/04/29 04:26:24 HST	0.3
2.4	2015/04/29 04:16:06 HST	2.9
1.1	2015/04/29 03:49:56 HST	1.8
0.6	2015/04/29 03:43:24 HST	3
0.9	2015/04/29 03:41:13 HST	2.9
0.9	2015/04/29 03:38:35 HST	0
1.4	2015/04/29 03:03:55 HST	4.3
1.3	2015/04/29 02:40:10 HST	2.4
1.2	2015/04/29 02:37:59 HST	3.1
1.9	2015/04/29 02:26:58 HST	2.6
1.4	2015/04/29 02:20:40 HST	2.8
0.4	2015/04/29 02:13:03 HST	2.2
0.6	2015/04/29 02:02:38 HST	4.7
0.9	2015/04/29 02:01:46 HST	3.2
0.9	2015/04/29 01:36:53 HST	2
1.7	2015/04/29 01:23:39 HST	2.5
0.7	2015/04/29 01:19:06 HST	3.7
0.9	2015/04/29 00:58:33 HST	0.2
0.4	2015/04/29 00:51:07 HST	6.2
0.9	2015/04/29 00:40:22 HST	3.2
0.7	2015/04/29 00:35:14 HST	3.2
2.3	2015/04/29 00:21:57 HST	3.1
1	2015/04/29 00:05:09 HST	2.7
0.6	2015/04/29 00:00:59 HST	0
0.7	2015/04/28 23:57:28 HST	2.6
1.5	2015/04/28 23:48:14 HST	4.9
1.1	2015/04/28 23:46:08 HST	1
0.8	2015/04/28 23:09:23 HST	1.4
2.1	2015/04/28 22:56:19 HST	1.2
0.5	2015/04/28 22:53:12 HST	2.2
1.9	2015/04/28 22:49:10 HST	2.3
0.5	2015/04/28 22:47:55 HST	2.6
2	2015/04/28 22:29:29 HST	2.8
0.9	2015/04/28 22:25:45 HST	0
0.4	2015/04/28 21:54:45 HST	2.6
2.1	2015/04/28 21:42:14 HST	2.3
2.4	2015/04/28 20:43:42 HST	1.9
2.2	2015/04/28 20:26:59 HST	3.2
1.9	2015/04/28 20:03:46 HST	1.9
1.4	2015/04/28 19:30:49 HST	2.1
1.9	2015/04/28 19:28:40 HST	2.3
2	2015/04/28 19:04:02 HST	1.1
1.1	2015/04/28 18:12:31 HST	7.1
0.3	2015/04/28 17:47:11 HST	7.9
1.9	2015/04/28 17:29:18 HST	2.6
1.9	2015/04/28 17:03:45 HST	1
0.8	2015/04/28 16:53:24 HST	7
1.5	2015/04/28 16:41:33 HST	3
0.6	2015/04/28 14:06:34 HST	3.8
1.2	2015/04/28 13:18:49 HST	2.6
1.1	2015/04/28 12:26:14 HST	1.4
1.1	2015/04/28 12:02:10 HST	4.5
0.9	2015/04/28 11:20:04 HST	2.7
2	2015/04/28 10:06:38 HST	26.6
0.7	2015/04/28 10:04:54 HST	3.8
1.9	2015/04/28 09:27:16 HST	2.8
1	2015/04/28 09:14:09 HST	5.2
1	2015/04/28 08:55:05 HST	2.9
1.5	2015/04/28 08:44:09 HST	2
1.1	2015/04/28 08:33:45 HST	3.4
0.8	2015/04/28 08:27:01 HST	0
1.2	2015/04/28 08:16:30 HST	5.2
0.4	2015/04/28 07:55:14 HST	2.6
1.8	2015/04/28 07:36:53 HST	2.6
0.4	2015/04/28 06:43:12 HST	4
0.8	2015/04/28 06:29:23 HST	2
1.1	2015/04/28 06:06:39 HST	8.9
1.2	2015/04/28 06:03:19 HST	5.6
0.6	2015/04/28 06:00:16 HST	2
0.9	2015/04/28 04:40:42 HST	4.2
0.9	2015/04/28 04:16:00 HST	3.2
0.6	2015/04/28 03:35:36 HST	2.1
0.7	2015/04/28 03:25:12 HST	1.5
0.5	2015/04/28 03:11:42 HST	3.3
1.2	2015/04/28 02:43:34 HST	2.3
0.4	2015/04/28 02:27:28 HST	1.8
0.1	2015/04/28 02:15:33 HST	2.1
1.3	2015/04/28 02:13:59 HST	2.5
0.6	2015/04/28 02:04:03 HST	2.2
1.4	2015/04/28 01:56:54 HST	2.5
2.3	2015/04/28 01:52:05 HST	2.8
1.8	2015/04/28 00:52:53 HST	2.2
1	2015/04/28 00:48:58 HST	3.3
0.4	2015/04/28 00:40:56 HST	2.8
0.6	2015/04/28 00:19:00 HST	2.2
1	2015/04/28 00:15:21 HST	2.7
0.7	2015/04/28 00:09:19 HST	3.3
0.9	2015/04/27 23:35:26 HST	2.6
0.6	2015/04/27 23:32:01 HST	3.6
0.7	2015/04/27 23:24:32 HST	1.1
0.9	2015/04/27 23:23:59 HST	2
1.5	2015/04/27 23:21:53 HST	2.7
1.9	2015/04/27 23:12:47 HST	3.2
1.8	2015/04/27 23:04:30 HST	2.3
1.2	2015/04/27 23:02:38 HST	6.1
1.2	2015/04/27 22:47:16 HST	2.6
0.4	2015/04/27 22:46:53 HST	1.8
0.7	2015/04/27 22:30:24 HST	2.8
0.8	2015/04/27 22:16:55 HST	2.5
0.2	2015/04/27 22:16:28 HST	2.6
1.9	2015/04/27 22:13:19 HST	2.8
0.7	2015/04/27 22:11:09 HST	5.1
0.4	2015/04/27 21:17:33 HST	7.3
0.9	2015/04/27 20:58:05 HST	2.3
0.6	2015/04/27 20:23:23 HST	2.1
0.5	2015/04/27 20:19:08 HST	1.2
1.4	2015/04/27 20:04:01 HST	2.8
0.1	2015/04/27 19:59:11 HST	2.8
1.4	2015/04/27 19:42:25 HST	3.7
1.4	2015/04/27 19:16:20 HST	11.3
1.2	2015/04/27 19:11:31 HST	6.3
2.1	2015/04/27 18:16:08 HST	2.8
