Year	Month	Deviations
1990	4	0.6857
1990	5	0.2459
1990	6	0.4923
1990	7	0.3352
1990	8	0.0993
1990	9	0.2679
1990	10	0.5223
1990	11	0.7174
1990	12	0.5274
1991	1	0.5174
1991	2	0.6656
1991	3	0.208
1991	4	0.6446
1991	5	0.4099
1991	6	0.547
1991	7	0.3581
1991	8	0.2974
1991	9	0.3876
1991	10	0.3049
1991	11	0.1741
1991	12	0.1974
1992	1	0.8013
1992	2	0.5325
1992	3	0.3881
1992	4	0.3479
1992	5	0.0952
1992	6	0.2488
1992	7	-0.2852
1992	8	-0.2586
1992	9	-0.3911
1992	10	-0.1965
1992	11	-0.3061
1992	12	0.4045
1993	1	0.5851
1993	2	0.5395
1993	3	0.7023
1993	4	0.1666
1993	5	0.2088
1993	6	-0.1098
1993	7	0.1464
1993	8	-0.2938
1993	9	-0.1232
1993	10	0.1318
1993	11	-0.3404
1993	12	0.1585
1994	1	0.3011
1994	2	-0.472
1994	3	0.5194
1994	4	0.4874
1994	5	0.4708
1994	6	0.4933
1994	7	0.2484
1994	8	0.1471
1994	9	0.3175
1994	10	0.589
1994	11	0.5579
1994	12	0.4032
1995	1	0.9315
1995	2	1.4396
1995	3	0.628
1995	4	0.4718
1995	5	0.0519
1995	6	0.6067
1995	7	0.3813
1995	8	0.6697
1995	9	0.5039
1995	10	0.576
1995	11	0.5685
1995	12	0.3628
1996	1	0.0862
1996	2	0.6149
1996	3	0.174
1996	4	0.0085
1996	5	0.3849
1996	6	0.2538
1996	7	0.2451
1996	8	0.1364
1996	9	0.0585
1996	10	0.0444
1996	11	0.112
1996	12	0.427
1997	1	0.5112
1997	2	0.655
1997	3	0.6591
1997	4	0.6388
1997	5	0.3479
1997	6	0.5691
1997	7	0.4436
1997	8	0.5026
1997	9	0.7105
1997	10	0.727
1997	11	0.385
1997	12	0.632
1998	1	0.5922
1998	2	1.5466
1998	3	0.7628
1998	4	1.1385
1998	5	0.8202
1998	6	0.796
1998	7	0.9778
1998	8	0.9247
1998	9	0.6764
1998	10	0.5492
1998	11	0.2162
1998	12	0.9901
1999	1	0.865
1999	2	1.555
1999	3	0.1455
1999	4	0.6904
1999	5	0.5334
1999	6	0.5518
1999	7	0.5512
1999	8	0.4281
1999	9	0.5077
1999	10	0.5857
1999	11	0.5044
1999	12	1.3263
2000	1	0.3519
2000	2	1.0121
2000	3	1.0295
2000	4	1.2989
2000	5	0.7144
2000	6	0.4887
2000	7	0.4263
2000	8	0.5832
2000	9	0.4211
2000	10	0.0273
2000	11	-0.1575
2000	12	-0.016
2001	1	0.6866
2001	2	0.3764
2001	3	1.1145
2001	4	0.7918
2001	5	0.9294
2001	6	0.685
2001	7	0.6442
2001	8	0.8195
2001	9	0.5202
2001	10	0.5099
2001	11	1.3273
2001	12	0.5462
2002	1	1.4337
2002	2	1.6191
2002	3	1.4265
2002	4	0.6651
2002	5	0.6136
2002	6	0.7116
2002	7	0.8941
2002	8	0.6418
2002	9	0.7062
2002	10	0.4163
2002	11	0.8959
2002	12	0.2018
2003	1	1.1597
2003	2	0.7185
2003	3	0.6476
2003	4	0.5848
2003	5	0.7738
2003	6	0.583
2003	7	0.4899
2003	8	0.6411
2003	9	0.7201
2003	10	1.0671
2003	11	0.5781
2003	12	1.3294
2004	1	0.7874
2004	2	1.2082
2004	3	1.1039
2004	4	0.7723
2004	5	0.4105
2004	6	0.502
2004	7	0.3475
2004	8	0.3876
2004	9	0.4961
2004	10	0.7232
2004	11	1.3994
2004	12	0.5461
2005	1	0.9213
2005	2	0.459
2005	3	1.2234
2005	4	1.2358
2005	5	0.938
2005	6	0.9766
2005	7	0.9219
2005	8	0.6747
2005	9	1.0394
2005	10	1.0682
2005	11	1.327
2005	12	0.8724
2006	1	0.2591
2006	2	0.9395
2006	3	0.9719
2006	4	0.5533
2006	5	0.5375
2006	6	0.8864
2006	7	0.847
2006	8	0.7691
2006	9	0.7229
2006	10	0.8363
2006	11	0.7168
2006	12	1.23
2007	1	1.824
2007	2	1.0188
2007	3	1.1256
2007	4	1.3708
2007	5	0.9357
2007	6	0.735
2007	7	-999
2007	8	-999
2007	9	-999
2007	10	-999
2007	11	-999
2007	12	-999
