Date,Open,High,Low,Close,Volume,Adj Close,Return
8/25/1964,81.91,82.13,81.2,81.44,3780000,81.44,-0.005738005
8/26/1964,81.44,81.74,80.99,81.32,3300000,81.32,-0.001473477
8/27/1964,81.32,81.94,81.07,81.7,3560000,81.7,0.004672897
8/28/1964,81.7,82.29,81.54,81.99,3760000,81.99,0.003549572
8/31/1964,81.99,82.48,81.46,81.83,3340000,81.83,-0.001951457
9/1/1964,81.83,82.5,81.57,82.18,4650000,82.18,0.00427716
9/2/1964,82.18,82.76,81.95,82.31,4800000,82.31,0.001581893
9/3/1964,82.31,82.83,82.04,82.56,4310000,82.56,0.003037298
9/4/1964,82.56,83.03,82.31,82.76,4210000,82.76,0.002422481
9/8/1964,82.76,83.24,82.46,82.87,4090000,82.87,0.001329145
9/9/1964,82.87,83.51,82.54,83.05,5690000,83.05,0.002172077
9/10/1964,83.05,83.5,82.6,83.1,5470000,83.1,0.000602047
9/11/1964,83.1,83.84,82.79,83.45,5630000,83.45,0.004211793
9/14/1964,83.45,83.89,82.88,83.22,5370000,83.22,-0.002756141
9/15/1964,83.22,83.68,82.69,83,5690000,83,-0.002643595
9/16/1964,83,83.52,82.57,83.24,4230000,83.24,0.002891566
9/17/1964,83.24,84.18,83.17,83.79,6380000,83.79,0.0066074
9/18/1964,83.79,84.29,83.03,83.48,6160000,83.48,-0.003699726
9/21/1964,83.48,84.32,83.41,83.86,5310000,83.86,0.004551989
9/22/1964,83.86,84.44,83.53,83.89,5250000,83.89,0.000357739
9/23/1964,83.89,84.37,83.45,83.91,5920000,83.91,0.000238407
9/24/1964,83.91,84.43,83.45,84,5840000,84,0.001072578
9/25/1964,84,84.62,83.56,84.21,6170000,84.21,0.0025
9/28/1964,84.21,84.73,83.79,84.28,4810000,84.28,0.000831255
9/29/1964,84.28,84.8,83.84,84.24,5070000,84.24,-0.000474608
9/30/1964,84.24,84.66,83.86,84.18,4720000,84.18,-0.000712251
10/1/1964,84.18,84.53,83.74,84.08,4470000,84.08,-0.001187931
10/2/1964,84.08,84.64,83.71,84.36,4370000,84.36,0.003330162
10/5/1964,84.36,85.25,84.2,84.74,4850000,84.74,0.004504505
10/6/1964,84.74,85.24,84.37,84.79,4820000,84.79,0.00059004
10/7/1964,84.79,85.25,84.42,84.8,5090000,84.8,0.000117938
10/8/1964,84.8,85.4,84.47,85.04,5060000,85.04,0.002830189
10/9/1964,85.04,85.6,84.72,85.22,5290000,85.22,0.002116651
10/12/1964,85.22,85.58,84.88,85.24,4110000,85.24,0.000234687
10/13/1964,85.24,85.57,84.63,84.96,5400000,84.96,-0.003284843
10/14/1964,84.96,85.29,84.5,84.79,4530000,84.79,-0.002000942
10/15/1964,84.79,84.99,83.65,84.25,6500000,84.25,-0.006368676
10/16/1964,84.25,85.1,84.1,84.83,5140000,84.83,0.006884273
10/19/1964,84.83,85.36,84.47,84.93,5010000,84.93,0.001178828
10/20/1964,84.93,85.57,84.56,85.18,5140000,85.18,0.002943601
10/21/1964,85.18,85.64,84.77,85.1,5170000,85.1,-0.000939188
10/22/1964,85.1,85.44,84.51,84.94,4670000,84.94,-0.001880141
10/23/1964,84.94,85.42,84.57,85.14,3830000,85.14,0.002354603
10/26/1964,85.14,85.7,84.65,85,5230000,85,-0.00164435
10/27/1964,85,85.4,84.61,85,4470000,85,0
10/28/1964,85,85.37,84.43,84.69,4890000,84.69,-0.003647059
10/29/1964,84.69,85.15,84.36,84.73,4390000,84.73,0.000472311
10/30/1964,84.73,85.22,84.41,84.86,4120000,84.86,0.001534285
11/2/1964,84.86,85.54,84.51,85.18,4430000,85.18,0.003770917
11/4/1964,85.18,85.9,84.8,85.14,4720000,85.14,-0.000469594
11/5/1964,85.14,85.62,84.72,85.16,4380000,85.16,0.000234907
11/6/1964,85.16,85.55,84.65,85.23,4810000,85.23,0.000821982
11/9/1964,85.23,85.72,84.93,85.19,4560000,85.19,-0.000469318
11/10/1964,85.19,85.55,84.49,84.84,5020000,84.84,-0.004108463
11/11/1964,84.84,85.3,84.49,85.08,3790000,85.08,0.002828854
11/12/1964,85.08,85.63,84.75,85.19,5250000,85.19,0.001292901
11/13/1964,85.19,85.68,84.76,85.21,4860000,85.21,0.000234769
11/16/1964,85.21,85.94,84.88,85.65,4870000,85.65,0.005163713
11/17/1964,85.65,86.55,85.48,86.03,5920000,86.03,0.004436661
11/18/1964,86.03,86.8,85.73,86.22,6560000,86.22,0.002208532
11/19/1964,86.22,86.57,85.6,86.18,5570000,86.18,-0.000463929
11/20/1964,86.18,86.8,85.73,86.28,5210000,86.28,0.001160362
11/23/1964,86.28,86.59,85.48,86,4860000,86,-0.003245248
11/24/1964,86,86.12,85.15,85.73,5070000,85.73,-0.003139535
11/25/1964,85.73,86.18,85.1,85.44,4800000,85.44,-0.003382713
11/27/1964,85.44,85.68,84.55,85.16,4070000,85.16,-0.003277154
11/30/1964,85.16,85.41,84.1,84.42,4890000,84.42,-0.008689526
12/1/1964,84.42,84.56,83.36,83.55,4940000,83.55,-0.010305615
12/2/1964,83.55,84.23,83.12,83.79,4930000,83.79,0.002872531
12/3/1964,83.79,84.74,83.71,84.18,4250000,84.18,0.004654493
12/4/1964,84.35,84.35,84.35,84.35,4340000,84.35,0.002019482
12/7/1964,84.35,85.03,84.04,84.33,4770000,84.33,-0.000237107
12/8/1964,84.33,84.71,83.69,84,4990000,84,-0.003913198
12/9/1964,84,84.24,83.24,83.46,5120000,83.46,-0.006428571
12/10/1964,83.46,83.96,82.98,83.45,4790000,83.45,-0.000119818
12/11/1964,83.45,84.05,83.09,83.66,4530000,83.66,0.002516477
12/14/1964,83.66,84.17,83.1,83.45,4340000,83.45,-0.00251016
12/15/1964,83.45,83.79,82.65,83.22,5340000,83.22,-0.002756141
12/16/1964,83.22,83.94,83,83.55,4610000,83.55,0.003965393
12/17/1964,83.55,84.24,83.34,83.9,4850000,83.9,0.004189108
12/18/1964,83.9,84.65,83.73,84.29,4630000,84.29,0.004648391
12/21/1964,84.29,84.91,84.11,84.38,4470000,84.38,0.001067742
12/22/1964,84.38,84.88,83.94,84.33,4520000,84.33,-0.000592557
12/23/1964,84.33,84.76,83.79,84.15,4470000,84.15,-0.002134472
12/24/1964,84.15,84.59,83.74,84.15,3600000,84.15,0
12/28/1964,84.15,84.58,83.7,84.07,3990000,84.07,-0.000950683
12/29/1964,84.07,84.35,83.38,83.81,4450000,83.81,-0.003092661
12/30/1964,83.81,84.63,83.63,84.3,5610000,84.3,0.005846558
12/31/1964,84.3,85.18,84.18,84.75,6470000,84.75,0.005338078
1/4/1965,84.75,85.15,83.77,84.23,3930000,84.23,-0.006135693
1/5/1965,84.23,85.02,84.02,84.63,4110000,84.63,0.004748902
1/6/1965,84.63,85.38,84.45,84.89,4850000,84.89,0.003072197
1/7/1965,84.89,85.62,84.66,85.26,5080000,85.26,0.004358582
1/8/1965,85.26,85.84,84.91,85.37,5340000,85.37,0.001290171
1/11/1965,85.37,85.81,84.9,85.4,5440000,85.4,0.000351412
1/12/1965,85.4,85.98,85.13,85.61,5400000,85.61,0.002459016
1/13/1965,85.61,86.27,85.35,85.84,6160000,85.84,0.002686602
1/14/1965,85.84,86.38,85.41,85.84,5810000,85.84,0
1/15/1965,85.84,86.52,85.6,86.21,5340000,86.21,0.004310345
1/18/1965,86.21,87.15,85.99,86.49,5550000,86.49,0.003247883
1/19/1965,86.49,87.09,86.15,86.63,5550000,86.63,0.001618684
1/20/1965,86.63,87.1,86.26,86.6,5550000,86.6,-0.0003463
1/21/1965,86.6,86.9,86.02,86.52,4780000,86.52,-0.000923788
1/22/1965,86.52,87.15,86.2,86.74,5430000,86.74,0.002542765
1/25/1965,86.74,87.27,86.39,86.86,5370000,86.86,0.001383445
1/26/1965,86.86,87.45,86.51,86.94,5760000,86.94,0.000921022
1/27/1965,86.94,87.67,86.7,87.23,6010000,87.23,0.003335634
1/28/1965,87.23,87.88,86.89,87.48,6730000,87.48,0.002865986
1/29/1965,87.48,88.19,87.18,87.56,6940000,87.56,0.000914495
2/1/1965,87.56,88.01,87.05,87.58,5690000,87.58,0.000228415
2/2/1965,87.58,87.94,87.03,87.55,5460000,87.55,-0.000342544
2/3/1965,87.55,88.01,87.07,87.63,6130000,87.63,0.000913764
2/4/1965,87.63,88.06,87.06,87.57,6230000,87.57,-0.000684697
2/5/1965,87.57,87.98,86.9,87.29,5690000,87.29,-0.003197442
2/8/1965,87,87,85.95,86.95,6010000,86.95,-0.003895062
2/9/1965,86.95,87.64,86.7,87.24,5690000,87.24,0.00333525
2/10/1965,87.24,87.7,86.2,86.46,7210000,86.46,-0.008940853
2/11/1965,86.46,86.89,85.4,85.54,5800000,85.54,-0.010640759
2/12/1965,85.54,86.48,85.54,86.17,4960000,86.17,0.007364975
2/15/1965,86.17,86.86,85.75,86.07,5760000,86.07,-0.001160497
2/16/1965,86.07,86.31,85.33,85.67,5000000,85.67,-0.00464738
2/17/1965,85.67,86.25,85.25,85.77,5510000,85.77,0.00116727
2/18/1965,85.77,86.48,85.47,86.05,6060000,86.05,0.003264545
2/19/1965,86.05,86.67,85.71,86.21,5560000,86.21,0.001859384
2/23/1965,86.21,87.01,86.03,86.64,5880000,86.64,0.00498782
2/24/1965,86.64,87.72,86.43,87.17,7160000,87.17,0.006117267
2/25/1965,87.17,87.7,86.7,87.2,6680000,87.2,0.000344155
2/26/1965,87.2,87.84,86.81,87.43,5800000,87.43,0.002637615
3/1/1965,87.43,87.93,86.92,87.25,5780000,87.25,-0.00205879
3/2/1965,87.25,87.79,86.84,87.4,5730000,87.4,0.001719198
3/3/1965,87.4,87.83,86.88,87.26,6600000,87.26,-0.001601831
3/4/1965,87.26,87.72,86.63,86.98,7300000,86.98,-0.003208801
3/5/1965,86.98,87.26,86,86.8,6120000,86.8,-0.002069441
3/8/1965,86.8,87.28,86.31,86.83,5250000,86.83,0.000345622
3/9/1965,86.83,87.27,86.33,86.69,5210000,86.69,-0.001612346
3/10/1965,86.69,87.07,86.2,86.54,5100000,86.54,-0.001730303
3/11/1965,86.54,87.29,86.17,86.9,5770000,86.9,0.004159926
3/12/1965,86.9,87.65,86.6,87.21,6370000,87.21,0.003567319
3/15/1965,87.21,87.92,86.82,87.24,6000000,87.24,0.000343997
3/16/1965,87.24,87.61,86.67,87.13,5480000,87.13,-0.00126089
3/17/1965,87.13,87.51,86.63,87.02,5120000,87.02,-0.001262481
3/18/1965,87.02,87.48,86.5,86.81,4990000,86.81,-0.002413238
3/19/1965,86.81,87.37,86.43,86.84,5040000,86.84,0.000345582
3/22/1965,86.84,87.34,86.41,86.83,4920000,86.83,-0.000115154
3/23/1965,86.83,87.34,86.45,86.93,4820000,86.93,0.001151676
3/24/1965,86.93,87.55,86.68,87.09,5420000,87.09,0.001840561
3/25/1965,87.09,87.5,86.55,86.84,5460000,86.84,-0.002870594
3/26/1965,86.84,87.06,85.96,86.2,5020000,86.2,-0.007369876
3/29/1965,86.2,86.66,85.65,86.03,4590000,86.03,-0.001972158
3/30/1965,86.03,86.53,85.69,86.2,4270000,86.2,0.001976055
3/31/1965,86.2,86.64,85.83,86.16,4470000,86.16,-0.000464037
4/1/1965,86.16,86.73,85.87,86.32,4890000,86.32,0.00185701
4/2/1965,86.32,86.89,86.08,86.53,5060000,86.53,0.002432808
4/5/1965,86.53,87.08,86.14,86.53,4920000,86.53,0
4/6/1965,86.53,86.91,86.08,86.5,4610000,86.5,-0.000346701
4/7/1965,86.5,86.88,86.14,86.55,4430000,86.55,0.000578035
4/8/1965,86.55,87.35,86.34,87.04,5770000,87.04,0.005661467
4/9/1965,87.04,87.87,86.86,87.56,6580000,87.56,0.005974265
4/12/1965,87.56,88.36,87.31,87.94,6040000,87.94,0.004339881
4/13/1965,87.94,88.48,87.54,88.04,6690000,88.04,0.001137139
4/14/1965,88.04,88.65,87.71,88.24,6580000,88.24,0.002271695
4/15/1965,88.24,88.63,87.55,88.15,5830000,88.15,-0.001019946
4/19/1965,88.15,88.9,87.9,88.51,5700000,88.51,0.004083948
4/20/1965,88.51,89.07,88.02,88.46,6480000,88.46,-0.000564908
4/21/1965,88.46,88.82,87.7,88.3,5590000,88.3,-0.001808727
4/22/1965,88.3,89.13,88.12,88.78,5990000,88.78,0.005436014
4/23/1965,88.78,89.41,88.48,88.88,5860000,88.88,0.00112638
4/26/1965,88.88,89.29,88.3,88.89,5410000,88.89,0.000112511
4/27/1965,88.89,89.64,88.71,89.04,6310000,89.04,0.001687479
4/28/1965,89.04,89.48,88.51,89,5680000,89,-0.000449236
4/29/1965,89,89.43,88.47,88.93,5510000,88.93,-0.000786517
4/30/1965,88.93,89.44,88.5,89.11,5190000,89.11,0.002024064
5/3/1965,89.11,89.68,88.62,89.23,5340000,89.23,0.00134665
5/4/1965,89.23,89.89,88.82,89.51,5720000,89.51,0.003137958
5/5/1965,89.51,90.4,89.14,89.71,6350000,89.71,0.002234387
5/6/1965,89.71,90.57,89.39,89.92,6340000,89.92,0.002340876
5/7/1965,89.92,90.3,89.33,89.85,5820000,89.85,-0.00077847
5/10/1965,89.85,90.22,89.22,89.66,5600000,89.66,-0.002114636
5/11/1965,89.66,89.98,89.05,89.55,5150000,89.55,-0.001226857
5/12/1965,89.55,90.31,89.3,89.94,6310000,89.94,0.004355109
5/13/1965,89.94,90.68,89.68,90.27,6460000,90.27,0.003669113
5/14/1965,90.27,90.66,89.63,90.1,5860000,90.1,-0.001883239
5/17/1965,90.1,90.44,89.24,89.54,4980000,89.54,-0.006215316
5/18/1965,89.54,89.84,88.87,89.46,5130000,89.46,-0.000893455
5/19/1965,89.46,90.15,89.17,89.67,5860000,89.67,0.002347418
5/20/1965,89.67,89.86,88.74,89.18,5750000,89.18,-0.005464481
5/21/1965,89.18,89.41,88.4,88.75,4660000,88.75,-0.004821709
5/24/1965,88.75,88.89,87.75,88.09,4790000,88.09,-0.00743662
5/25/1965,88.09,88.96,87.82,88.6,4950000,88.6,0.005789533
5/26/1965,88.6,89.22,88.04,88.3,5330000,88.3,-0.003386005
5/27/1965,88.3,88.36,87.24,87.84,5520000,87.84,-0.005209513
5/28/1965,87.84,88.68,87.58,88.42,4270000,88.42,0.006602914
6/1/1965,88.42,88.8,87.88,88.72,4830000,88.72,0.003392898
6/2/1965,87.87,87.87,86.25,87.09,6790000,87.09,-0.018372408
6/3/1965,87.09,88.05,86.58,86.9,5720000,86.9,-0.002181651
6/4/1965,86.9,87.46,86.36,87.11,4530000,87.11,0.002416571
6/7/1965,87.11,87.45,86.04,86.88,4680000,86.88,-0.00264034
6/8/1965,86.88,87.1,85.74,85.93,4660000,85.93,-0.010934622
6/9/1965,85.93,86.37,84.75,85.04,7070000,85.04,-0.010357268
6/10/1965,85.04,85.82,84.1,84.73,7470000,84.73,-0.003645343
6/11/1965,84.73,85.68,84.5,85.12,5350000,85.12,0.004602856
6/14/1965,85.12,85.68,83.64,84.01,5920000,84.01,-0.013040414
6/15/1965,84.01,84.86,83.01,84.49,8450000,84.49,0.005713606
6/16/1965,84.58,85.79,84.58,85.2,6290000,85.2,0.008403361
6/17/1965,85.2,86.22,84.98,85.74,5220000,85.74,0.006338028
6/18/1965,85.74,86.1,84.9,85.34,4330000,85.34,-0.004665267
6/21/1965,85.34,85.64,84.53,85.05,3280000,85.05,-0.003398172
6/22/1965,85.05,85.7,84.76,85.21,3330000,85.21,0.001881246
6/23/1965,85.21,85.59,84.52,84.67,3580000,84.67,-0.006337284
6/24/1965,84.67,84.73,83.3,83.56,5840000,83.56,-0.01310972
6/25/1965,83.56,83.83,82.6,83.06,5790000,83.06,-0.005983724
6/28/1965,83.06,83.34,81.36,81.6,7650000,81.6,-0.017577655
6/29/1965,81.6,83.04,80.73,82.41,10450000,82.41,0.009926471
6/30/1965,82.97,84.63,82.97,84.12,6930000,84.12,0.020749909
7/1/1965,84.12,84.64,83.57,84.48,4520000,84.48,0.004279601
7/2/1965,84.48,85.4,84.13,85.16,4260000,85.16,0.008049242
7/6/1965,85.16,85.63,84.57,84.99,3400000,84.99,-0.001996242
7/7/1965,84.99,85.14,84.28,84.67,3020000,84.67,-0.003765149
7/8/1965,84.67,85.6,84.29,85.39,4380000,85.39,0.008503602
7/9/1965,85.39,86.11,85.11,85.71,4800000,85.71,0.003747511
7/12/1965,85.71,86.08,85.24,85.69,3690000,85.69,-0.000233345
7/13/1965,85.69,86.01,85.12,85.59,3260000,85.59,-0.001166997
7/14/1965,85.59,86.23,85.18,85.87,4100000,85.87,0.00327141
7/15/1965,85.87,86.47,85.44,85.72,4420000,85.72,-0.001746827
7/16/1965,85.72,86.14,85.26,85.69,3520000,85.69,-0.000349977
7/19/1965,85.69,86.04,85.21,85.63,3220000,85.63,-0.000700198
7/20/1965,85.63,85.85,84.39,84.55,4670000,84.55,-0.012612402
7/21/1965,84.55,84.84,83.76,84.07,4350000,84.07,-0.005677114
7/22/1965,84.07,84.45,83.53,83.85,3310000,83.85,-0.002616867
7/23/1965,83.85,84.52,83.57,84.07,3600000,84.07,0.002623733
7/26/1965,84.07,84.47,83.49,84.05,3790000,84.05,-0.000237897
7/27/1965,84.05,84.59,83.58,83.87,4190000,83.87,-0.002141582
7/28/1965,83.87,84.52,83.3,84.03,4760000,84.03,0.001907714
7/29/1965,84.03,85,83.79,84.68,4690000,84.68,0.007735333
7/30/1965,84.68,85.64,84.64,85.25,5200000,85.25,0.006731223
8/2/1965,85.25,85.87,84.87,85.42,4220000,85.42,0.001994135
8/3/1965,85.42,85.81,84.8,85.46,4640000,85.46,0.000468274
8/4/1965,85.46,86.12,85.22,85.79,4830000,85.79,0.003861456
8/5/1965,85.79,86.28,85.43,85.79,4920000,85.79,0
8/6/1965,85.79,86.4,85.42,86.07,4200000,86.07,0.003263784
8/9/1965,86.07,86.54,85.52,85.86,4540000,85.86,-0.002439875
8/10/1965,85.86,86.31,85.45,85.87,4690000,85.87,0.000116469
8/11/1965,85.87,86.48,85.64,86.13,5030000,86.13,0.003027833
8/12/1965,86.13,86.75,85.85,86.38,5160000,86.38,0.002902589
8/13/1965,86.38,87.14,86.09,86.77,5430000,86.77,0.004514934
8/16/1965,86.77,87.43,86.46,86.87,5270000,86.87,0.001152472
8/17/1965,86.87,87.42,86.48,87.04,4520000,87.04,0.001956947
8/18/1965,87.04,87.57,86.63,86.99,5850000,86.99,-0.000574449
8/19/1965,86.99,87.48,86.49,86.79,5000000,86.79,-0.002299115
8/20/1965,86.79,87.14,86.21,86.69,4170000,86.69,-0.001152206
8/23/1965,86.69,87.1,86.22,86.56,4470000,86.56,-0.001499596
8/24/1965,86.56,87.19,86.22,86.71,4740000,86.71,0.001732902
8/25/1965,86.71,87.27,86.33,86.81,6240000,86.81,0.00115327
8/26/1965,86.81,87.52,86.4,87.14,6010000,87.14,0.003801405
8/27/1965,87.14,87.74,86.81,87.2,5570000,87.2,0.000688547
8/30/1965,87.2,87.64,86.76,87.21,4400000,87.21,0.000114679
8/31/1965,87.21,87.79,86.78,87.17,5170000,87.17,-0.000458663
9/1/1965,87.17,87.63,86.69,87.17,5890000,87.17,0
9/2/1965,87.17,87.96,86.98,87.65,6470000,87.65,0.005506482
9/3/1965,87.65,88.41,87.52,88.06,6010000,88.06,0.004677695
9/7/1965,88.06,88.77,87.76,88.36,5750000,88.36,0.003406768
9/8/1965,88.36,89.08,87.93,88.66,6240000,88.66,0.003395201
9/9/1965,88.66,89.46,88.35,88.89,7360000,88.89,0.00259418
9/10/1965,88.89,89.85,88.41,89.12,6650000,89.12,0.002587468
9/13/1965,89.12,89.91,88.77,89.38,7020000,89.38,0.002917415
9/14/1965,89.38,90.01,88.69,89.03,7830000,89.03,-0.003915865
9/15/1965,89.03,89.96,88.71,89.52,6220000,89.52,0.005503763
9/16/1965,90.02,90.02,90.02,90.02,7410000,90.02,0.005585344
9/17/1965,90.02,90.47,89.32,90.05,6610000,90.05,0.000333259
9/20/1965,90.05,90.67,89.51,90.08,7040000,90.08,0.000333148
9/21/1965,90.08,90.66,89.43,89.81,7750000,89.81,-0.002997336
9/22/1965,89.81,90.67,89.45,90.22,8290000,90.22,0.004565193
9/23/1965,90.22,90.78,89.43,89.86,9990000,89.86,-0.003990246
9/24/1965,89.86,90.47,89.13,90.02,7810000,90.02,0.001780548
9/27/1965,90.65,90.65,90.65,90.65,6820000,90.65,0.006998445
9/28/1965,90.65,91.13,89.83,90.43,8750000,90.43,-0.002426917
9/29/1965,90.43,91.11,89.56,90.02,10600000,90.02,-0.004533894
9/30/1965,90.02,90.71,89.51,89.96,8670000,89.96,-0.000666519
10/1/1965,89.96,90.48,89.3,89.9,7470000,89.9,-0.000666963
10/4/1965,89.9,90.56,89.47,90.08,5590000,90.08,0.002002225
10/5/1965,90.08,91.02,89.92,90.63,6980000,90.63,0.006105684
10/6/1965,90.63,90.94,89.74,90.54,6010000,90.54,-0.000993049
10/7/1965,90.54,91.09,90.09,90.47,6670000,90.47,-0.000773139
10/8/1965,90.47,91.31,90.3,90.85,7670000,90.85,0.004200287
10/11/1965,90.85,91.84,90.73,91.37,9600000,91.37,0.00572372
10/12/1965,91.37,91.94,90.83,91.35,9470000,91.35,-0.00021889
10/13/1965,91.35,91.81,90.73,91.34,9470000,91.34,-0.000109469
10/14/1965,91.34,91.9,90.71,91.19,8580000,91.19,-0.001642216
10/15/1965,91.19,92.09,90.76,91.38,7470000,91.38,0.002083562
10/18/1965,91.38,92.28,91.06,91.68,8180000,91.68,0.003282994
10/19/1965,91.68,92.45,91.35,91.8,8620000,91.8,0.001308901
10/20/1965,91.8,92.26,91.12,91.78,8200000,91.78,-0.000217865
10/21/1965,91.78,92.51,91.42,91.94,9170000,91.94,0.001743299
10/22/1965,91.94,92.74,91.54,91.98,8960000,91.98,0.000435066
10/25/1965,91.98,92.72,91.34,91.67,7090000,91.67,-0.003370298
10/26/1965,91.67,92.63,91.36,92.2,6750000,92.2,0.005781608
10/27/1965,92.2,93.19,91.95,92.51,7670000,92.51,0.003362256
10/28/1965,92.51,92.95,91.6,92.21,7230000,92.21,-0.003242893
10/29/1965,92.21,92.94,91.83,92.42,7240000,92.42,0.00227741
11/1/1965,92.42,92.92,91.73,92.23,6340000,92.23,-0.002055832
11/3/1965,92.23,92.79,91.62,92.31,7520000,92.31,0.000867397
11/4/1965,92.31,93.07,91.9,92.46,8380000,92.46,0.001624959
11/5/1965,92.46,92.92,91.78,92.37,7310000,92.37,-0.000973394
11/8/1965,92.37,92.97,91.63,92.23,7000000,92.23,-0.001515644
11/9/1965,92.23,92.65,91.47,91.93,6680000,91.93,-0.003252738
11/10/1965,91.93,92.4,91.35,91.83,4860000,91.83,-0.001087784
11/11/1965,91.83,92.37,91.31,92.11,5430000,92.11,0.003049112
11/12/1965,92.11,93.07,91.83,92.55,7780000,92.55,0.004776897
11/15/1965,92.55,93.3,92.04,92.63,8310000,92.63,0.000864398
11/16/1965,92.63,93.13,91.9,92.41,8380000,92.41,-0.00237504
11/17/1965,92.41,93.28,91.85,92.6,9120000,92.6,0.002056055
11/18/1965,92.6,92.94,91.72,92.22,7040000,92.22,-0.004103672
11/19/1965,92.22,92.88,91.73,92.24,6850000,92.24,0.000216873
11/22/1965,92.24,92.48,91.16,91.64,6370000,91.64,-0.00650477
11/23/1965,91.64,92.24,91.15,91.78,7150000,91.78,0.001527717
11/24/1965,91.78,92.5,91.14,91.94,7870000,91.94,0.001743299
11/26/1965,91.94,92.65,91.39,92.03,6970000,92.03,0.000978899
11/29/1965,92.03,92.6,91.37,91.8,8760000,91.8,-0.002499185
11/30/1965,91.8,92.14,90.81,91.61,8990000,91.61,-0.002069717
12/1/1965,91.61,92.26,91.02,91.5,10140000,91.5,-0.001200742
12/2/1965,91.5,91.95,90.69,91.21,9070000,91.21,-0.003169399
12/3/1965,91.21,91.8,90.53,91.27,8160000,91.27,0.000657823
12/6/1965,91.2,91.2,89.2,90.59,11440000,90.59,-0.007450422
12/7/1965,90.59,92,90.45,91.39,9340000,91.39,0.008830997
12/8/1965,91.39,92.24,90.84,91.28,10120000,91.28,-0.001203633
12/9/1965,91.28,92.06,90.87,91.56,9150000,91.56,0.003067485
12/10/1965,91.56,92.28,91.14,91.8,8740000,91.8,0.002621232
12/13/1965,91.8,92.45,91.27,91.83,8660000,91.83,0.000326797
12/14/1965,91.83,92.59,91.35,91.88,9920000,91.88,0.000544484
12/15/1965,91.88,92.67,91.3,92.02,9560000,92.02,0.001523727
12/16/1965,92.02,92.95,91.53,92.12,9950000,92.12,0.00108672
12/17/1965,92.12,92.76,91.51,92.08,9490000,92.08,-0.000434216
12/20/1965,92.08,92.35,91.09,91.65,7350000,91.65,-0.004669852
12/21/1965,91.65,92.59,91.24,92.01,8230000,92.01,0.003927987
12/22/1965,92.01,93.07,91.53,92.29,9720000,92.29,0.003043147
12/23/1965,92.29,92.89,91.58,92.19,6870000,92.19,-0.001083541
12/27/1965,92.19,92.71,91.28,91.52,5950000,91.52,-0.0072676
12/28/1965,91.52,92.13,90.63,91.53,7280000,91.53,0.000109266
12/29/1965,91.53,92.39,91.14,91.81,7610000,91.81,0.003059106
12/30/1965,91.81,92.68,91.52,92.2,7060000,92.2,0.004247903
12/31/1965,92.2,93.05,91.82,92.43,7240000,92.43,0.002494577
1/3/1966,92.43,92.87,91.63,92.18,5950000,92.18,-0.00270475
1/4/1966,92.18,93.04,91.68,92.26,7540000,92.26,0.000867867
1/5/1966,92.26,93.33,91.99,92.85,9650000,92.85,0.006394971
1/6/1966,92.85,93.65,92.51,93.06,7880000,93.06,0.002261712
1/7/1966,93.06,93.64,92.47,93.14,7600000,93.14,0.00085966
1/10/1966,93.14,93.94,92.75,93.33,7720000,93.33,0.00203994
1/11/1966,93.33,94.05,92.85,93.41,8910000,93.41,0.000857173
1/12/1966,93.41,93.98,92.8,93.19,8530000,93.19,-0.002355208
1/13/1966,93.19,94,92.68,93.36,8860000,93.36,0.00182423
1/14/1966,93.36,94.14,92.98,93.5,9210000,93.5,0.001499572
1/17/1966,93.5,94.46,93.1,93.77,9430000,93.77,0.002887701
1/18/1966,93.77,94.64,93.23,93.95,9790000,93.95,0.00191959
1/19/1966,93.95,94.62,93.16,93.69,10230000,93.69,-0.002767429
1/20/1966,93.69,94.33,92.87,93.36,8670000,93.36,-0.003522254
1/21/1966,93.36,93.97,92.6,93.47,9180000,93.47,0.001178235
1/24/1966,93.47,94.41,93.07,93.71,8780000,93.71,0.002567669
1/25/1966,93.71,94.56,93.24,93.85,9300000,93.85,0.001493971
1/26/1966,93.85,94.53,93.18,93.7,9910000,93.7,-0.001598295
1/27/1966,93.7,94.34,93.09,93.67,8970000,93.67,-0.000320171
1/28/1966,93.67,94.15,92.84,93.31,9000000,93.31,-0.00384328
1/31/1966,93.31,93.77,92.46,92.88,7800000,92.88,-0.004608295
2/1/1966,92.88,93.36,91.61,92.16,9090000,92.16,-0.007751938
2/2/1966,92.16,92.91,91.32,92.53,8130000,92.53,0.004014757
2/3/1966,92.53,93.67,92.11,92.65,8160000,92.65,0.001296877
2/4/1966,92.65,93.7,92.33,93.26,7560000,93.26,0.006583918
2/7/1966,93.26,94.22,92.85,93.59,8000000,93.59,0.003538495
2/8/1966,93.59,94.29,92.58,93.55,10560000,93.55,-0.000427396
2/9/1966,93.55,94.72,93.29,94.06,9760000,94.06,0.00545163
2/10/1966,94.06,94.7,93.32,93.83,9790000,93.83,-0.002445248
2/11/1966,93.83,94.52,93.25,93.81,8150000,93.81,-0.000213151
2/14/1966,93.81,94.4,93.15,93.53,8360000,93.53,-0.002984756
2/15/1966,93.53,94.04,92.67,93.17,8750000,93.17,-0.003849032
2/16/1966,93.17,93.74,92.63,93.16,9180000,93.16,-0.000107331
2/17/1966,93.16,93.58,92.11,92.66,9330000,92.66,-0.00536711
