Date,price,pctChange
2/9/2009,1.897,1.390
2/16/2009,1.931,1.792
2/23/2009,1.868,-3.263
3/2/2009,1.910,2.248
3/9/2009,1.918,0.419
3/16/2009,1.885,-1.721
3/23/2009,1.944,3.130
3/30/2009,2.030,4.424
4/6/2009,2.011,-0.936
4/13/2009,2.025,0.696
4/20/2009,2.031,0.296
4/27/2009,2.016,-0.739
5/4/2009,2.045,1.438
5/11/2009,2.218,8.460
5/18/2009,2.281,2.840
5/25/2009,2.414,5.831
6/1/2009,2.502,3.645
6/8/2009,2.600,3.917
6/15/2009,2.639,1.500
6/22/2009,2.650,0.417
6/29/2009,2.593,-2.151
7/6/2009,2.563,-1.157
7/13/2009,2.479,-3.277
7/20/2009,2.411,-2.743
7/27/2009,2.460,2.032
8/3/2009,2.511,2.073
8/10/2009,2.596,3.385
8/17/2009,2.580,-0.616
8/24/2009,2.572,-0.310
8/31/2009,2.553,-0.739
9/7/2009,2.519,-1.332
9/14/2009,2.499,-0.794
9/21/2009,2.477,-0.880
9/28/2009,2.425,-2.099
10/5/2009,2.396,-1.196
10/12/2009,2.432,1.503
10/19/2009,2.532,4.112
10/26/2009,2.641,4.305
11/2/2009,2.660,0.719
11/9/2009,2.627,-1.241
11/16/2009,2.585,-1.599
11/23/2009,2.603,0.696
11/30/2009,2.594,-0.346
12/7/2009,2.601,0.270
12/14/2009,2.560,-1.576
12/21/2009,2.546,-0.547
12/28/2009,2.564,0.707
1/4/2010,2.627,2.457
1/11/2010,2.717,3.426
1/18/2010,2.703,-0.515
1/25/2010,2.666,-1.369
2/1/2010,2.618,-1.800
2/8/2010,2.611,-0.267
2/15/2010,2.563,-1.838
2/22/2010,2.621,2.263
3/1/2010,2.671,1.908
3/8/2010,2.721,1.872
3/15/2010,2.760,1.433
3/22/2010,2.792,1.159
3/29/2010,2.765,-0.967
4/5/2010,2.795,1.085
4/12/2010,2.829,1.216
4/19/2010,2.831,0.071
4/26/2010,2.815,-0.565
5/3/2010,2.864,1.741
5/10/2010,2.870,0.209
5/17/2010,2.823,-1.638
5/24/2010,2.741,-2.905
5/31/2010,2.679,-2.262
6/7/2010,2.674,-0.187
6/14/2010,2.652,-0.823
6/21/2010,2.696,1.659
6/28/2010,2.712,0.593
7/5/2010,2.676,-1.327
7/12/2010,2.666,-0.374
7/19/2010,2.672,0.225
7/26/2010,2.703,1.160
8/2/2010,2.687,-0.592
8/9/2010,2.740,1.972
8/16/2010,2.696,-1.606
8/23/2010,2.653,-1.595
8/30/2010,2.640,-0.490
9/6/2010,2.647,0.265
9/13/2010,2.695,1.813
9/20/2010,2.703,0.297
9/27/2010,2.668,-1.295
10/4/2010,2.705,1.387
10/11/2010,2.793,3.253
10/18/2010,2.795,0.072
10/25/2010,2.772,-0.823
11/1/2010,2.760,-0.433
11/8/2010,2.832,2.609
11/15/2010,2.849,0.600
11/22/2010,2.828,-0.737
11/29/2010,2.805,-0.813
12/6/2010,2.917,3.993
12/13/2010,2.937,0.686
12/20/2010,2.934,-0.102
12/27/2010,3.015,2.761
1/3/2011,3.034,0.630
1/10/2011,3.052,0.593
1/17/2011,3.068,0.524
1/24/2011,3.074,0.196
1/31/2011,3.061,-0.423
2/7/2011,3.094,1.078
2/14/2011,3.095,0.032
2/21/2011,3.141,1.486
2/28/2011,3.341,6.367
3/7/2011,3.473,3.951
3/14/2011,3.517,1.267
3/21/2011,3.507,-0.284
3/28/2011,3.538,0.884
4/4/2011,3.635,2.742
4/11/2011,3.743,2.971
4/18/2011,3.787,1.176
4/25/2011,3.817,0.792
5/2/2011,3.906,2.332
5/9/2011,3.907,0.026
5/16/2011,3.905,-0.051
5/23/2011,3.788,-2.996
5/30/2011,3.741,-1.241
6/6/2011,3.738,-0.080
6/13/2011,3.664,-1.980
6/20/2011,3.597,-1.829
6/27/2011,3.513,-2.335
7/4/2011,3.534,0.598
7/11/2011,3.608,2.094
7/18/2011,3.648,1.109
7/25/2011,3.667,0.521
8/1/2011,3.684,0.464
8/8/2011,3.646,-1.031
8/15/2011,3.576,-1.920
8/22/2011,3.552,-0.671
8/29/2011,3.601,1.380
9/5/2011,3.643,1.166
9/12/2011,3.629,-0.384
9/19/2011,3.560,-1.901
9/26/2011,3.461,-2.781
10/3/2011,3.381,-2.311
10/10/2011,3.368,-0.385
10/17/2011,3.431,1.871
10/24/2011,3.415,-0.466
10/31/2011,3.405,-0.293
11/7/2011,3.370,-1.028
11/14/2011,3.388,0.534
11/21/2011,3.312,-2.243
11/28/2011,3.248,-1.932
12/5/2011,3.240,-0.246
12/12/2011,3.244,0.123
12/19/2011,3.183,-1.880
12/26/2011,3.213,0.943
1/2/2012,3.254,1.276
1/9/2012,3.333,2.428
1/16/2012,3.342,0.270
1/23/2012,3.333,-0.269
1/30/2012,3.386,1.590
2/6/2012,3.436,1.477
2/13/2012,3.466,0.873
2/20/2012,3.523,1.645
2/27/2012,3.641,3.349
3/5/2012,3.717,2.087
3/12/2012,3.747,0.807
3/19/2012,3.787,1.068
3/26/2012,3.843,1.479
4/2/2012,3.874,0.807
4/9/2012,3.877,0.077
4/16/2012,3.867,-0.258
4/23/2012,3.805,-1.603
4/30/2012,3.764,-1.078
5/7/2012,3.718,-1.222
5/14/2012,3.658,-1.614
5/21/2012,3.622,-0.984
5/28/2012,3.575,-1.298
6/4/2012,3.518,-1.594
6/11/2012,3.489,-0.824
6/18/2012,3.473,-0.459
6/25/2012,3.378,-2.735
7/2/2012,3.291,-2.575
7/9/2012,3.357,2.005
7/16/2012,3.364,0.209
7/23/2012,3.435,2.111
7/30/2012,3.450,0.437
8/6/2012,3.606,4.522
8/13/2012,3.662,1.553
8/20/2012,3.682,0.546
8/27/2012,3.722,1.086
9/3/2012,3.797,2.015
9/10/2012,3.799,0.053
9/17/2012,3.832,0.869
9/24/2012,3.775,-1.487
10/1/2012,3.750,-0.662
10/8/2012,3.742,-0.213
10/15/2012,3.713,-0.775
10/22/2012,3.582,-3.528
10/29/2012,3.480,-2.848
11/5/2012,3.406,-2.126
11/12/2012,3.372,-0.998
11/19/2012,3.360,-0.356
11/26/2012,3.382,0.655
12/3/2012,3.337,-1.331
12/10/2012,3.297,-1.199
12/17/2012,3.198,-3.003
12/24/2012,3.205,0.219
12/31/2012,3.245,1.248
1/7/2013,3.233,-0.370
1/14/2013,3.236,0.093
1/21/2013,3.254,0.556
1/28/2013,3.296,1.291
2/4/2013,3.471,5.309
2/11/2013,3.537,1.901
2/18/2013,3.690,4.326
2/25/2013,3.722,0.867
3/4/2013,3.698,-0.645
3/11/2013,3.644,-1.460
3/18/2013,3.633,-0.302
3/25/2013,3.616,-0.468
4/1/2013,3.572,-1.217
4/8/2013,3.539,-0.924
4/15/2013,3.469,-1.978
4/22/2013,3.472,0.086
4/29/2013,3.455,-0.490
5/6/2013,3.478,0.666
5/13/2013,3.543,1.869
5/20/2013,3.636,2.625
5/27/2013,3.601,-0.963
6/3/2013,3.610,0.250
6/10/2013,3.619,0.249
6/17/2013,3.577,-1.161
6/24/2013,3.498,-2.209
7/1/2013,3.410,-2.516
7/8/2013,3.413,0.088
7/15/2013,3.570,4.600
7/22/2013,3.612,1.176
7/29/2013,3.570,-1.163
8/5/2013,3.566,-0.112
8/12/2013,3.493,-2.047
8/19/2013,3.496,0.086
8/26/2013,3.504,0.229
9/2/2013,3.575,2.026
9/9/2013,3.540,-0.979
9/16/2013,3.475,-1.836
9/23/2013,3.425,-1.439
9/30/2013,3.354,-2.073
10/7/2013,3.298,-1.670
10/14/2013,3.296,-0.061
10/21/2013,3.310,0.425
10/28/2013,3.235,-2.266
11/4/2013,3.209,-0.804
11/11/2013,3.133,-2.368
11/18/2013,3.161,0.894
11/25/2013,3.241,2.531
12/2/2013,3.209,-0.987
12/9/2013,3.208,-0.031
12/16/2013,3.165,-1.340
12/23/2013,3.198,1.043
12/30/2013,3.264,2.064
1/6/2014,3.261,-0.092
1/13/2014,3.267,0.184
1/20/2014,3.240,-0.826
1/27/2014,3.241,0.031
2/3/2014,3.243,0.062
2/10/2014,3.257,0.432
2/17/2014,3.326,2.119
2/24/2014,3.394,2.044
3/3/2014,3.421,0.796
3/10/2014,3.452,0.906
3/17/2014,3.489,1.072
3/24/2014,3.487,-0.057
3/31/2014,3.521,0.975
4/7/2014,3.533,0.341
4/14/2014,3.581,1.359
4/21/2014,3.612,0.866
4/28/2014,3.635,0.637
5/5/2014,3.606,-0.798
5/12/2014,3.597,-0.250
5/19/2014,3.593,-0.111
5/26/2014,3.607,0.390
6/2/2014,3.624,0.471
6/9/2014,3.610,-0.386
6/16/2014,3.621,0.305
6/23/2014,3.639,0.497
6/30/2014,3.635,-0.110
7/7/2014,3.605,-0.825
7/14/2014,3.560,-1.248
7/21/2014,3.523,-1.039
7/28/2014,3.468,-1.561
8/4/2014,3.449,-0.548
8/11/2014,3.447,-0.058
8/18/2014,3.408,-1.131
8/25/2014,3.397,-0.323
9/1/2014,3.410,0.383
9/8/2014,3.406,-0.117
9/15/2014,3.352,-1.585
9/22/2014,3.296,-1.671
9/29/2014,3.304,0.243
10/6/2014,3.246,-1.755
10/13/2014,3.147,-3.050
10/20/2014,3.070,-2.447
10/27/2014,3.016,-1.759
11/3/2014,2.956,-1.989
11/10/2014,2.907,-1.658
11/17/2014,2.856,-1.754
11/24/2014,2.781,-2.626
12/1/2014,2.738,-1.546
12/8/2014,2.634,-3.798
12/15/2014,2.499,-5.125
12/22/2014,2.341,-6.323
12/29/2014,2.229,-4.784
1/5/2015,2.136,-4.172
1/12/2015,2.066,-3.277
1/19/2015,1.999,-3.243
1/26/2015,1.982,-0.850
2/2/2015,2.013,1.564
2/9/2015,2.133,5.961
2/16/2015,2.206,3.422
2/23/2015,2.256,2.267
3/2/2015,2.360,4.610
3/9/2015,2.367,0.297
3/16/2015,2.339,-1.183
3/23/2015,2.347,0.342
3/30/2015,2.348,0.043
4/6/2015,2.315,-1.405
4/13/2015,2.317,0.086
4/20/2015,2.393,3.280
4/27/2015,2.451,2.424
5/4/2015,2.517,2.693
5/11/2015,2.547,1.192
5/18/2015,2.604,2.238
5/25/2015,2.642,1.459
6/1/2015,2.656,0.530
6/8/2015,2.668,0.452
6/15/2015,2.744,2.849
6/22/2015,2.720,-0.875
6/29/2015,2.713,-0.257
7/6/2015,2.702,-0.405
7/13/2015,2.694,-0.296
7/20/2015,2.661,-1.225
7/27/2015,2.605,-2.104
8/3/2015,2.555,-1.919
8/10/2015,2.505,-1.957
8/17/2015,2.608,4.112
8/24/2015,2.534,-2.837
8/31/2015,2.406,-5.051
9/7/2015,2.337,-2.868
9/14/2015,2.280,-2.439
9/21/2015,2.237,-1.886
9/28/2015,2.246,0.402
10/5/2015,2.252,0.267
10/12/2015,2.283,1.377
10/19/2015,2.220,-2.760
10/26/2015,2.166,-2.432
11/2/2015,2.170,0.185
11/9/2015,2.172,0.092
11/16/2015,2.110,-2.855
11/23/2015,2.015,-4.502
11/30/2015,1.974,-2.035
12/7/2015,1.969,-0.253
12/14/2015,1.953,-0.813
12/21/2015,1.929,-1.229
12/28/2015,1.933,0.207
1/4/2016,1.922,-0.569
1/11/2016,1.888,-1.769
1/18/2016,1.810,-4.131
1/25/2016,1.752,-3.204
,,
