time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-05-11T14:29:45.300Z,19.408,-155.6398,3.9,0.8,Md,,154.8,0.00898315,0.04,hv,hv60688796,2014-05-12T07:44:49.460Z,"24km ESE of Honaunau-Napoopoo, Hawaii",earthquake
2014-05-11T14:49:35.600Z,19.3952,-155.2792,2.5,1.9,Ml,,46.8,0.00898315,0.07,hv,hv60688811,2014-05-12T22:27:32.491Z,"5km SW of Volcano, Hawaii",earthquake
2014-05-11T17:07:12.100Z,19.2057,-155.2362,10.6,1.5,Md,,270,0.11678099,0.13,hv,hv60688881,2014-05-11T17:29:47.069Z,"24km S of Volcano, Hawaii",earthquake
2014-05-11T17:13:31.400Z,19.3775,-155.2837,1.9,1.7,Ml,,93.6,0.00898315,0.14,hv,hv60688891,2014-05-11T17:19:19.816Z,"7km SW of Volcano, Hawaii",earthquake
2014-05-11T17:13:57.400Z,19.4322,-155.2522,2.3,1.7,Ml,,201.6,0.00898315,0.3,hv,hv60688896,2014-05-11T17:19:40.860Z,"1km W of Volcano, Hawaii",earthquake
2014-05-11T18:01:57.500Z,19.3985,-155.2803,2.1,2,Md,,50.4,0.00898315,0.14,hv,hv60688941,2014-05-11T18:07:46.464Z,"5km SW of Volcano, Hawaii",earthquake
2014-05-11T18:53:29.000Z,19.3025,-155.2102,8.1,1.2,Md,,111.6,0.02694946,0.11,hv,hv60688986,2014-05-13T01:28:02.289Z,"14km SSE of Volcano, Hawaii",earthquake
2014-05-11T22:35:37.000Z,19.3318,-155.1897,1.9,1.7,Md,,86.4,0.04491576,0.24,hv,hv60689116,2014-05-11T22:39:02.287Z,"12km SSE of Volcano, Hawaii",earthquake
2014-05-12T02:17:51.000Z,19.4065,-155.2782,1.5,2.1,Ml,,50.4,0.00898315,0.21,hv,hv60689296,2014-05-12T10:20:28.395Z,"5km WSW of Volcano, Hawaii",earthquake
2014-05-12T04:07:50.300Z,19.3825,-155.2783,2.6,2.5,Ml,,46.8,0.00898315,0.09,hv,hv60689336,2014-08-06T00:55:33.000Z,"6km SW of Volcano, Hawaii",earthquake
2014-05-12T05:11:55.300Z,19.4095,-155.2442,3.4,2.1,Ml,,46.8,0.00898315,0.2,hv,hv60689431,2014-05-12T05:17:42.885Z,"2km SSW of Volcano, Hawaii",earthquake
2014-05-12T07:58:08.900Z,19.3737,-155.2957,2.3,2,Ml,,50.4,0.01796631,0.19,hv,hv60689591,2014-05-12T08:03:56.778Z,"8km SW of Volcano, Hawaii",earthquake
2014-05-12T08:51:17.500Z,19.4818,-155.5677,0,0.8,Md,,212.4,0.01796631,0.06,hv,hv60236278,2014-05-12T20:29:33.212Z,"31km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-05-12T08:51:32.200Z,19.4733,-155.5782,1.1,0.9,Md,,154.8,0.00898315,0.08,hv,hv60689651,2014-05-12T20:18:15.746Z,"30km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-05-12T08:54:49.100Z,19.3645,-155.2955,3,1.7,Ml,,57.6,0.02694946,0.22,hv,hv60689656,2014-05-12T09:00:33.316Z,"9km SW of Volcano, Hawaii",earthquake
2014-05-12T09:43:59.500Z,19.3927,-155.2782,2.6,2.1,ml,,43.19999654,0.008983153,0.07,hv,hv60689741,2014-05-12T21:55:18.000Z,"5km SW of Volcano, Hawaii",earthquake
2014-05-12T11:53:55.700Z,19.4038,-155.2423,3.5,2.8,Ml,,61.2,0.00898315,0.09,hv,hv60689866,2014-08-06T00:55:33.000Z,"3km S of Volcano, Hawaii",earthquake
2014-05-12T12:29:00.100Z,19.8913,-155.5913,23.8,2.1,md,,125.9999899,0.07186522,0.14,hv,hv60689886,2014-05-12T12:32:07.000Z,"16km SSE of Waimea, Hawaii",earthquake
2014-05-12T13:46:46.600Z,19.4085,-155.243,3.2,2.2,Ml,,64.8,0.00898315,0.1,hv,hv60689941,2014-05-13T00:51:16.115Z,"2km SSW of Volcano, Hawaii",earthquake
2014-05-12T17:08:31.200Z,19.3983,-155.2437,3.1,2,Ml,,64.8,0.01796631,0.07,hv,hv60690041,2014-05-12T23:48:07.755Z,"3km S of Volcano, Hawaii",earthquake
2014-05-12T18:37:01.400Z,19.3417,-155.1823,7.2,1.3,Md,,75.6,0.03593261,0.08,hv,hv60690071,2014-05-13T21:22:51.040Z,"11km SSE of Volcano, Hawaii",earthquake
2014-05-13T00:48:02.400Z,19.422,-155.8887,12.3,1.8,Md,,165.6,0.07186522,0.22,hv,hv60690461,2014-05-13T00:51:06.083Z,"4km SSW of Honaunau-Napoopoo, Hawaii",earthquake
2014-05-13T00:50:36.700Z,19.3955,-155.281,2.8,1.7,Ml,,61.2,0.00898315,0.14,hv,hv60690466,2014-05-13T00:56:21.717Z,"5km SW of Volcano, Hawaii",earthquake
2014-05-13T01:49:57.500Z,19.3827,-155.2415,3.6,2.1,Ml,,61.2,0.00898315,0.2,hv,hv60690501,2014-05-13T01:55:47.445Z,"5km S of Volcano, Hawaii",earthquake
2014-05-13T03:32:40.700Z,19.4057,-155.2657,1.7,2.4,Ml,,28.8,0.00898315,0.08,hv,hv60690551,2014-05-13T21:00:37.668Z,"4km SW of Volcano, Hawaii",earthquake
2014-05-13T04:28:51.600Z,19.4225,-155.2652,2.2,1.7,Ml,,97.2,0,0.11,hv,hv60690586,2014-05-13T04:34:36.240Z,"3km WSW of Volcano, Hawaii",earthquake
2014-05-13T05:30:04.700Z,19.4268,-155.28,3.4,1.8,Ml,,208.8,0,0.21,hv,hv60690641,2014-05-13T05:35:54.275Z,"4km W of Volcano, Hawaii",earthquake
2014-05-13T06:03:21.700Z,19.4165,-155.2938,2.4,2.1,Ml,,234,0.00898315,0.19,hv,hv60690661,2014-05-13T06:09:08.030Z,"6km WSW of Volcano, Hawaii",earthquake
2014-05-13T06:13:56.300Z,19.4045,-155.2925,3.1,2,Ml,,46.8,0.00898315,0.05,hv,hv60690676,2014-05-14T16:34:37.423Z,"6km WSW of Volcano, Hawaii",earthquake
2014-05-13T07:03:35.300Z,19.4343,-155.2758,0.7,1.9,Ml,,248.4,0.00898315,0.16,hv,hv60690756,2014-05-13T07:09:24.933Z,"4km W of Volcano, Hawaii",earthquake
2014-05-13T07:06:21.400Z,19.4158,-155.278,1.4,1.9,Ml,,68.4,0.00898315,0.18,hv,hv60690766,2014-05-13T07:12:10.241Z,"4km WSW of Volcano, Hawaii",earthquake
2014-05-13T07:11:37.700Z,19.4173,-155.2803,2.4,1.8,Ml,,75.6,0,0.17,hv,hv60690781,2014-05-13T07:17:25.970Z,"4km WSW of Volcano, Hawaii",earthquake
2014-05-13T07:13:45.900Z,19.4247,-155.2725,1.9,1.9,Ml,,82.8,0.00898315,0.14,hv,hv60690786,2014-05-13T07:19:36.236Z,"3km W of Volcano, Hawaii",earthquake
2014-05-13T07:16:07.400Z,19.4213,-155.2842,2.7,1.8,Ml,,104.4,0,0.34,hv,hv60690796,2014-05-13T07:21:57.210Z,"4km WSW of Volcano, Hawaii",earthquake
2014-05-13T07:22:45.500Z,19.423,-155.3103,3.5,1.7,Ml,,86.4,0.01796631,0.16,hv,hv60690816,2014-05-13T07:28:33.096Z,"7km W of Volcano, Hawaii",earthquake
2014-05-13T08:03:43.500Z,19.4358,-155.2595,1.6,2,Ml,,165.6,0.00898315,0.36,hv,hv60690911,2014-05-13T08:09:32.543Z,"2km WNW of Volcano, Hawaii",earthquake
2014-05-13T08:12:06.000Z,19.3865,-155.2788,2.7,2.2,Ml,,43.2,0,0.19,hv,hv60690926,2014-05-13T08:17:54.486Z,"6km SW of Volcano, Hawaii",earthquake
2014-05-13T09:56:12.900Z,19.4418,-155.2818,6.8,2.2,Ml,,262.8,0.01796631,0.23,hv,hv60691051,2014-05-13T10:02:02.096Z,"4km WNW of Volcano, Hawaii",earthquake
2014-05-13T10:06:03.900Z,19.4318,-155.2767,3.2,1.8,Md,,241.2,0.00898315,0.13,hv,hv60691066,2014-05-13T10:09:02.904Z,"4km W of Volcano, Hawaii",earthquake
2014-05-13T12:48:56.600Z,19.573,-155.8378,25.8,2.1,md,,68.39999453,0.05389892,0.17,hv,hv60691151,2014-05-13T12:52:22.000Z,"10km ENE of Honalo, Hawaii",earthquake
2014-05-13T17:25:43.200Z,19.384,-155.2448,3.7,1.9,Ml,,295.2,0.02694946,0.34,hv,hv60691366,2014-05-13T17:31:29.192Z,"5km S of Volcano, Hawaii",earthquake
2014-05-13T18:19:44.700Z,19.3895,-155.279,2.7,1.8,Ml,,46.8,0,0.06,hv,hv60691401,2014-05-13T21:40:33.062Z,"6km SW of Volcano, Hawaii",earthquake
2014-05-13T19:07:33.300Z,19.4073,-155.6437,4.1,1.2,Md,,154.8,0.01796631,0.08,hv,hv60691451,2014-05-13T23:23:16.506Z,"23km ESE of Honaunau-Napoopoo, Hawaii",earthquake
2014-05-13T19:58:22.800Z,19.4148,-155.3065,3.5,0.5,Md,,100.8,0.00898315,0.05,hv,hv60691491,2014-05-13T21:25:41.337Z,"7km WSW of Volcano, Hawaii",earthquake
2014-05-13T19:59:02.300Z,19.4127,-155.3048,3.7,1.3,Ml,,72,0.00898315,0.05,hv,hv60691496,2014-05-13T21:20:45.795Z,"7km WSW of Volcano, Hawaii",earthquake
2014-05-13T22:55:43.600Z,19.402,-155.2712,1.3,1.6,Ml,,36,0.00898315,0.09,hv,hv60691691,2014-05-14T00:35:29.845Z,"4km SW of Volcano, Hawaii",earthquake
2014-05-13T23:25:30.200Z,19.4023,-155.296,3.3,1.4,Ml,,61.2,0.00898315,0.08,hv,hv60691711,2014-05-14T01:41:38.202Z,"6km WSW of Volcano, Hawaii",earthquake
2014-05-14T01:33:26.400Z,19.4035,-155.2657,1.3,1.8,Ml,,39.6,0.00898315,0.08,hv,hv60691786,2014-05-14T02:25:08.986Z,"4km SW of Volcano, Hawaii",earthquake
2014-05-14T02:18:05.700Z,19.3993,-155.2602,1.5,2.7,Ml,,36,0.00898315,0.1,hv,hv60691891,2014-08-09T02:53:39.000Z,"4km SW of Volcano, Hawaii",earthquake
2014-05-14T02:23:44.300Z,19.4005,-155.2605,1.6,2.1,Ml,,50.4,0.00898315,0.07,hv,hv60691896,2014-05-14T03:43:34.189Z,"4km SW of Volcano, Hawaii",earthquake
2014-05-14T02:52:34.900Z,19.4168,-155.2812,0.9,2.1,Ml,,57.6,0,0.1,hv,hv60691941,2014-05-14T03:27:24.426Z,"4km WSW of Volcano, Hawaii",earthquake
2014-05-14T04:04:25.100Z,19.404,-155.2788,1.2,1.5,Ml,,32.4,0.00898315,0.08,hv,hv60692016,2014-05-15T02:12:15.475Z,"5km SW of Volcano, Hawaii",earthquake
2014-05-14T05:30:35.400Z,19.3868,-155.2732,3.6,2.7,Ml,,43.2,0.00898315,0.22,hv,hv60692076,2014-05-14T13:33:09.321Z,"6km SW of Volcano, Hawaii",earthquake
2014-05-14T08:11:47.300Z,19.3823,-155.2792,2.6,2.8,Ml,,46.8,0.00898315,0.09,hv,hv60692151,2014-08-09T02:53:41.000Z,"6km SW of Volcano, Hawaii",earthquake
2014-05-14T08:14:43.700Z,19.385,-155.2778,2.7,1.9,Ml,,72,0,0.28,hv,hv60692156,2014-05-14T08:20:25.498Z,"6km SW of Volcano, Hawaii",earthquake
2014-05-14T12:07:01.100Z,19.422,-155.2748,1.4,2.3,Ml,,43.2,0,0.06,hv,hv60692401,2014-05-14T16:28:31.565Z,"4km WSW of Volcano, Hawaii",earthquake
2014-05-14T14:12:12.600Z,19.4248,-155.275,1.4,1.9,Ml,,72,0,0.07,hv,hv60692466,2014-05-14T16:13:44.902Z,"3km W of Volcano, Hawaii",earthquake
2014-05-14T19:57:51.000Z,19.3792,-155.2902,4.4,0.6,Md,,295.2,0.00898315,0.09,hv,hv60692741,2014-05-14T22:10:12.217Z,"7km SW of Volcano, Hawaii",earthquake
2014-05-14T19:58:09.500Z,19.3895,-155.2765,2.5,1.8,Ml,,43.2,0.00898315,0.09,hv,hv60692746,2014-05-14T23:17:24.777Z,"6km SW of Volcano, Hawaii",earthquake
2014-05-14T20:17:15.400Z,19.3525,-155.3132,4,0.6,Md,,90,0.01796631,0.05,hv,hv60692761,2014-05-15T01:31:00.885Z,"11km SW of Volcano, Hawaii",earthquake
2014-05-14T20:17:48.400Z,19.4068,-155.2858,1.1,1.3,Ml,,288,0.00898315,0.03,hv,hv60692766,2014-05-15T01:35:36.393Z,"5km WSW of Volcano, Hawaii",earthquake
2014-05-14T20:21:08.300Z,19.4042,-155.2942,3.4,2.7,Ml,,36,0.00898315,0.08,hv,hv60692771,2014-08-09T02:53:42.000Z,"6km WSW of Volcano, Hawaii",earthquake
2014-05-14T21:16:08.700Z,19.4287,-155.272,1.3,1.6,Ml,,162,0,0.09,hv,hv60692796,2014-05-15T00:53:26.576Z,"3km W of Volcano, Hawaii",earthquake
2014-05-14T21:59:38.200Z,19.9438,-155.5207,39.9,2,Md,,133.2,0.1527136,0.12,hv,hv60692836,2014-05-14T23:34:11.610Z,"16km SSW of Honoka'a, Hawaii",earthquake
2014-05-15T00:07:42.400Z,19.4152,-155.2792,1.2,2.4,Ml,,57.6,0,0.08,hv,hv60692916,2014-05-23T02:45:23.979Z,"4km WSW of Volcano, Hawaii",earthquake
2014-05-15T00:14:19.400Z,19.4048,-155.2762,0.1,1.7,Ml,,61.2,0.00898315,0.28,hv,hv60692921,2014-05-15T00:20:07.849Z,"4km SW of Volcano, Hawaii",earthquake
2014-05-15T02:05:54.100Z,19.149,-155.5283,33,1.8,Md,,115.2,0.06288207,0.1,hv,hv60692971,2014-05-15T02:47:14.965Z,"8km SW of Pahala, Hawaii",earthquake
2014-05-15T05:40:27.200Z,19.4877,-155.5818,1,0.5,Md,,201.6,0.01796631,0.1,hv,hv60693216,2014-05-16T18:14:39.153Z,"29km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-05-15T08:57:37.800Z,19.4028,-155.2915,3.2,2.1,Ml,,36,0.00898315,0.07,hv,hv60693341,2014-05-15T19:34:13.062Z,"6km WSW of Volcano, Hawaii",earthquake
2014-05-15T10:25:33.000Z,19.4043,-155.2968,3.3,1.7,Ml,,57.6,0,0.13,hv,hv60693421,2014-05-15T10:31:18.219Z,"6km WSW of Volcano, Hawaii",earthquake
2014-05-15T18:52:40.200Z,19.4007,-155.2557,1.8,1.8,Ml,,61.2,0.00898315,0.13,hv,hv60693791,2014-05-15T18:58:26.641Z,"3km SSW of Volcano, Hawaii",earthquake
2014-05-15T19:02:15.400Z,19.4137,-155.1918,4.6,1.7,ml,,287.999977,0.04491576,0.11,hv,hv60693801,2014-05-15T19:08:09.000Z,"5km ESE of Volcano, Hawaii",earthquake
2014-05-15T22:50:05.500Z,19.262,-155.4237,31.9,1.5,Md,,144,0.03593261,0.05,hv,hv60694006,2014-05-16T18:18:19.705Z,"8km NE of Pahala, Hawaii",earthquake
2014-05-15T22:50:32.700Z,19.4092,-155.2755,0.8,2.2,Ml,,39.6,0.00898315,0.14,hv,hv60694011,2014-05-16T18:22:55.306Z,"4km WSW of Volcano, Hawaii",earthquake
2014-05-15T22:56:05.900Z,19.4675,-154.8873,2.4,2.2,Ml,,237.6,0.00898315,0.06,hv,hv60694021,2014-05-16T18:32:01.348Z,"3km E of Leilani Estates, Hawaii",earthquake
2014-05-15T23:06:04.100Z,19.4843,-155.7342,12,1.1,Md,,151.2,0.03593261,0.06,hv,hv60694031,2014-05-21T20:10:43.288Z,"14km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-05-16T00:27:22.500Z,19.3637,-155.298,2.7,0.5,Md,,133.2,0.02694946,0.04,hv,hv60694101,2014-05-22T19:11:28.737Z,"9km SW of Volcano, Hawaii",earthquake
2014-05-16T00:35:28.600Z,19.41,-155.3138,3.7,0.5,Md,,111.6,0.00898315,0.07,hv,hv60694106,2014-05-21T20:07:32.828Z,"8km WSW of Volcano, Hawaii",earthquake
2014-05-16T02:35:27.100Z,19.406,-155.2777,1.7,2.3,Ml,,46.8,0.00898315,0.3,hv,hv60694196,2014-05-16T10:38:35.918Z,"5km WSW of Volcano, Hawaii",earthquake
2014-05-16T11:35:23.600Z,19.484,-155.5718,1.8,0.8,Md,,86.4,0.01796631,0.12,hv,hv60694541,2014-05-21T19:55:34.233Z,"30km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-05-16T12:04:24.400Z,19.2645,-155.063,42.8,1.9,Md,,219.6,0.06288207,0.11,hv,hv60694561,2014-05-20T02:44:45.041Z,"26km SE of Volcano, Hawaii",earthquake
2014-05-16T14:17:30.300Z,19.4042,-155.2645,1.7,2.3,Ml,,39.6,0.00898315,0.12,hv,hv60694616,2014-05-16T14:23:17.039Z,"4km SW of Volcano, Hawaii",earthquake
2014-05-16T17:01:36.800Z,19.4068,-155.2785,1.4,2,Ml,,39.6,0.00898315,0.08,hv,hv60694701,2014-05-20T20:50:39.188Z,"5km WSW of Volcano, Hawaii",earthquake
2014-05-16T20:33:23.500Z,19.39,-155.2782,2.5,0.4,Md,,90,0.00898315,0.04,hv,hv60694806,2014-05-22T19:20:10.808Z,"6km SW of Volcano, Hawaii",earthquake
2014-05-16T20:49:09.700Z,19.384,-155.8315,9.9,1,Md,,126,0.12576414,0.09,hv,hv60694821,2014-05-17T02:04:06.833Z,"8km SSE of Honaunau-Napoopoo, Hawaii",earthquake
2014-05-17T00:23:42.900Z,19.4053,-155.282,1.2,1.8,Md,,75.6,0.00898315,0.12,hv,hv60694946,2014-05-17T00:26:35.689Z,"5km WSW of Volcano, Hawaii",earthquake
2014-05-17T02:34:16.800Z,19.411,-155.3217,5.1,1.7,Ml,,43.2,0.01796631,0.2,hv,hv60694991,2014-05-17T02:40:02.162Z,"9km WSW of Volcano, Hawaii",earthquake
2014-05-17T16:04:12.000Z,19.8143,-155.7757,14.4,1.6,Md,,172.8,0.11678099,0.14,hv,hv60695546,2014-05-20T01:41:12.035Z,"14km SSE of Waikoloa Village, Hawaii",earthquake
2014-05-17T20:22:34.500Z,19.2988,-155.3635,4.3,0.9,Md,,111.6,0.03593261,0.09,hv,hv60695696,2014-05-22T19:03:17.579Z,"16km NE of Pahala, Hawaii",earthquake
2014-05-17T20:50:02.600Z,19.3493,-155.3107,4.5,0.6,Md,,82.8,0.01796631,0.07,hv,hv60695741,2014-05-22T19:18:09.553Z,"11km SW of Volcano, Hawaii",earthquake
2014-05-17T21:41:44.300Z,19.2937,-155.3607,6.3,1,Md,,118.8,0.04491576,0.09,hv,hv60695781,2014-05-22T19:07:23.165Z,"15km NE of Pahala, Hawaii",earthquake
2014-05-18T03:14:34.200Z,19.4078,-155.2755,0,1.8,Ml,,93.6,0.00898315,0.28,hv,hv60695971,2014-05-20T00:36:08.451Z,"4km WSW of Volcano, Hawaii",earthquake
2014-05-18T04:31:46.500Z,19.4818,-155.5922,3,0.6,Md,,129.6,0.00898315,0.13,hv,hv60695976,2014-05-20T18:54:00.826Z,"28km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-05-18T06:50:56.800Z,19.4283,-155.7197,1.3,0.9,Md,,226.8,0.08084838,0.13,hv,hv60696076,2014-05-20T19:25:14.347Z,"15km ESE of Honaunau-Napoopoo, Hawaii",earthquake
2014-05-18T06:53:13.700Z,18.5992,-155.8528,7.9,1.9,Md,,316.8,0.41322503,0.1,hv,hv60696081,2014-05-20T21:34:20.369Z,"52km S of Hawaiian Ocean View, Hawaii",earthquake
2014-05-18T11:53:57.700Z,19.5233,-155.5773,13.6,1.1,Md,,61.2,0.00898315,0.11,hv,hv60696196,2014-05-21T20:03:56.285Z,"31km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-05-19T03:45:39.800Z,19.4825,-155.6705,7.8,0.9,md,,129.5999896,0.03593261,0.06,hv,hv60696536,2014-05-20T17:31:46.000Z,"20km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-05-19T08:09:16.700Z,19.4972,-155.099,10.4,2,Ml,,82.8,0.09881468,0.09,hv,hv60696671,2014-05-20T17:48:18.435Z,"2km SW of Fern Acres, Hawaii",earthquake
2014-05-19T11:12:12.400Z,19.286,-155.3877,2.6,0.9,Md,,100.8,0.04491576,0.09,hv,hv60696731,2014-05-22T19:13:59.047Z,"13km NE of Pahala, Hawaii",earthquake
2014-05-19T15:50:32.100Z,19.3878,-155.2787,2.8,2.7,Ml,,43.2,0,0.23,hv,hv60696836,2014-08-09T02:53:49.000Z,"6km SW of Volcano, Hawaii",earthquake
2014-05-19T16:29:58.800Z,19.4192,-155.4935,14.6,1.1,Md,,104.4,0.05389892,0.09,hv,hv60696846,2014-05-20T17:21:34.061Z,"23km N of Pahala, Hawaii",earthquake
2014-05-19T18:04:45.100Z,19.3552,-155.1333,8.4,2.2,Ml,,111.6,0.01796631,0.07,hv,hv60696891,2014-05-20T01:08:12.206Z,"13km SE of Volcano, Hawaii",earthquake
2014-05-19T18:08:00.800Z,19.4458,-154.9182,3.9,1.3,Md,,216,0.00898315,0.02,hv,hv60696896,2014-05-20T17:40:07.389Z,"2km S of Leilani Estates, Hawaii",earthquake
2014-05-19T19:09:21.300Z,19.4175,-155.3182,4.6,1.7,Ml,,82.8,0.01796631,0.09,hv,hv60696946,2014-05-21T02:23:51.125Z,"8km W of Volcano, Hawaii",earthquake
2014-05-19T20:22:17.700Z,19.3857,-155.4455,9.7,2.1,Ml,,39.6,0.01796631,0.11,hv,hv60696991,2014-05-19T21:49:36.452Z,"20km N of Pahala, Hawaii",earthquake
2014-05-19T20:33:47.500Z,19.4135,-155.3153,5.1,2.5,Ml,,79.2,0.01796631,0.09,hv,hv60697006,2014-08-09T02:53:50.000Z,"8km WSW of Volcano, Hawaii",earthquake
2014-05-19T23:08:22.700Z,19.4165,-155.3185,4.3,1.9,Ml,,82.8,0.01796631,0.08,hv,hv60697111,2014-05-21T01:39:05.238Z,"8km W of Volcano, Hawaii",earthquake
2014-05-20T04:47:03.500Z,19.4898,-155.5837,2.8,0.6,Md,,126,0.01796631,0.12,hv,hv60697226,2014-05-20T17:18:28.655Z,"29km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-05-20T05:57:20.700Z,19.2692,-155.0618,42.8,1.9,Md,,219.6,0.06288207,0.1,hv,hv60697331,2014-05-20T22:29:21.323Z,"25km SE of Volcano, Hawaii",earthquake
2014-05-20T08:00:32.900Z,19.44,-155.4752,10.5,1,Md,,82.8,0.07186522,0.1,hv,hv60697381,2014-05-20T17:12:52.971Z,"24km W of Volcano, Hawaii",earthquake
2014-05-20T08:37:43.300Z,19.4142,-155.6125,12.9,0.9,Md,,86.4,0.01796631,0.1,hv,hv60697401,2014-05-20T17:26:09.602Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-05-20T11:57:12.100Z,19.4523,-154.8982,3.1,2.3,Ml,,237.6,0.01796631,0.04,hv,hv60697431,2014-05-20T17:38:02.139Z,"2km SE of Leilani Estates, Hawaii",earthquake
2014-05-20T13:10:18.400Z,19.3905,-155.2768,2.7,2.2,Ml,,43.2,0.00898315,0.1,hv,hv60697451,2014-05-20T20:19:05.568Z,"6km SW of Volcano, Hawaii",earthquake
2014-05-20T13:44:41.600Z,19.7247,-155.85,15.3,1.6,Md,,140.4,0.04491576,0.13,hv,hv60697461,2014-05-21T00:44:14.021Z,"13km E of Kalaoa, Hawaii",earthquake
2014-05-20T18:23:27.400Z,19.5015,-155.6678,9,1,Md,,115.2,0.03593261,0.07,hv,hv60697551,2014-05-21T19:56:19.353Z,"21km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-05-20T21:05:04.800Z,19.3922,-155.2778,2.6,2.2,Ml,,43.2,0.00898315,0.09,hv,hv60697621,2014-05-20T22:06:23.881Z,"5km SW of Volcano, Hawaii",earthquake
2014-05-20T23:07:53.000Z,19.394,-155.2772,2.5,1.7,Ml,,46.8,0,0.08,hv,hv60697701,2014-05-21T00:25:50.930Z,"5km SW of Volcano, Hawaii",earthquake
2014-05-21T02:08:41.800Z,19.2887,-155.3892,2.8,1.1,Md,,97.2,0.04491576,0.09,hv,hv60697831,2014-05-22T18:58:05.975Z,"13km NE of Pahala, Hawaii",earthquake
2014-05-21T04:01:17.400Z,19.1493,-156.1947,22.5,2.6,ml,,270,0.323,0.22,us,usb000qxtn,2014-08-23T08:36:41.000Z,"46km WNW of Hawaiian Ocean View, Hawaii",earthquake
2014-05-21T04:57:24.000Z,19.3942,-155.2792,3.4,1.7,Ml,,75.6,0.00898315,0.07,hv,hv60697891,2014-05-21T12:59:51.154Z,"5km SW of Volcano, Hawaii",earthquake
2014-05-21T04:57:47.700Z,19.3933,-155.2728,2.3,2.5,Ml,,39.6,0,0.26,hv,hv60697896,2014-05-21T13:00:29.756Z,"5km SW of Volcano, Hawaii",earthquake
2014-05-21T04:59:48.500Z,19.2878,-155.39,2.5,0.8,Md,,97.2,0.04491576,0.08,hv,hv60697901,2014-05-22T19:00:12.255Z,"13km NE of Pahala, Hawaii",earthquake
2014-05-21T13:23:18.800Z,19.48,-155.672,7.2,0.9,Md,,133.2,0.03593261,0.09,hv,hv60698066,2014-05-21T19:51:58.792Z,"20km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-05-21T16:47:55.600Z,19.408,-155.2713,3.7,0.5,Md,,75.6,0.00898315,0.16,hv,hv60698156,2014-05-21T18:06:34.133Z,"4km SW of Volcano, Hawaii",earthquake
2014-05-21T16:49:50.500Z,19.408,-155.2742,5.6,0.6,Md,,64.8,0.00898315,0.25,hv,hv60698161,2014-05-21T18:06:24.108Z,"4km WSW of Volcano, Hawaii",earthquake
2014-05-21T16:50:47.100Z,19.4048,-155.2608,0.5,0.4,Md,,122.4,0.00898315,0.13,hv,hv60698166,2014-05-21T18:39:28.027Z,"3km SW of Volcano, Hawaii",earthquake
2014-05-21T16:51:43.000Z,19.4058,-155.2563,1.3,0.4,Md,,129.6,0.00898315,0.07,hv,hv60698171,2014-05-21T18:45:09.647Z,"3km SW of Volcano, Hawaii",earthquake
2014-05-21T16:52:49.800Z,19.2868,-155.3918,2.5,1,Md,,97.2,0.04491576,0.09,hv,hv60698176,2014-05-21T18:48:15.002Z,"12km NE of Pahala, Hawaii",earthquake
2014-05-21T16:58:34.300Z,19.4117,-155.273,5.3,0.5,Md,,75.6,0.00898315,0.24,hv,hv60698191,2014-05-21T18:53:20.536Z,"4km WSW of Volcano, Hawaii",earthquake
2014-05-21T17:06:49.200Z,19.412,-155.2808,1,0.9,H,,111.6,0,0.46,hv,hv60698206,2014-05-21T19:03:31.694Z,"4km WSW of Volcano, Hawaii",earthquake
2014-05-21T17:13:45.100Z,19.4108,-155.2718,3,0.5,Md,,72,0.00898315,0.12,hv,hv60698221,2014-05-21T19:36:35.915Z,"4km WSW of Volcano, Hawaii",earthquake
2014-05-21T18:27:17.200Z,19.4242,-155.411,7.6,1.9,Ml,,36,0.07186522,0.17,hv,hv60698271,2014-05-21T18:33:07.349Z,"18km W of Volcano, Hawaii",earthquake
2014-05-21T19:02:20.000Z,19.4788,-155.5902,3.4,0.5,Md,,133.2,0.00898315,0.07,hv,hv60698276,2014-05-21T19:47:23.163Z,"28km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-05-21T20:06:14.100Z,19.3395,-155.168,4.3,1.8,ml,,104.3999916,0.03593261,0.24,hv,hv60698441,2014-05-21T20:11:59.000Z,"12km SE of Volcano, Hawaii",earthquake
2014-05-22T00:04:29.600Z,19.2855,-155.3852,2.9,1.1,Md,,104.4,0.04491576,0.1,hv,hv60698601,2014-05-22T18:52:02.660Z,"13km NE of Pahala, Hawaii",earthquake
2014-05-22T03:04:13.800Z,19.3343,-155.1227,7,2.6,Ml,,140.4,0.03593261,0.1,hv,hv60698741,2014-08-23T08:36:42.000Z,"16km SE of Volcano, Hawaii",earthquake
