time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-03-26T06:22:19.900Z,19.5315,-155.6005,8.8,0.9,Md,,133.2,0.02694946,0.1,hv,hv60662311,2014-03-26T19:41:54.030Z,"28km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-03-26T09:51:32.400Z,19.349,-155.4975,9.4,1.4,Md,,32.4,0.04491576,0.12,hv,hv60662336,2014-03-27T02:25:49.652Z,"16km N of Pahala, Hawaii",earthquake
2014-03-26T10:17:32.200Z,19.362,-155.2917,3.1,0.6,md,,111.5999911,0.02694946,0.04,hv,hv60662346,2014-04-01T20:07:01.000Z,"9km SW of Volcano, Hawaii",earthquake
2014-03-26T11:59:52.600Z,19.3797,-155.9055,6,1.9,Md,,190.8,0.10779783,0.28,hv,hv60662351,2014-03-26T12:03:11.529Z,"9km SSW of Honaunau-Napoopoo, Hawaii",earthquake
2014-03-26T12:21:49.800Z,19.3882,-155.273,8.3,2,Ml,,57.6,0.00898315,0.29,hv,hv60662361,2014-03-26T12:27:35.303Z,"5km SW of Volcano, Hawaii",earthquake
2014-03-26T12:30:55.400Z,19.3107,-155.4217,49.9,2,Md,,64.8,0.04491576,0.12,hv,hv60662371,2014-03-27T01:47:05.199Z,"13km NNE of Pahala, Hawaii",earthquake
2014-03-26T13:34:14.900Z,19.2897,-155.3843,4,1.2,Md,,100.8,0.04491576,0.11,hv,hv60662386,2014-03-27T00:40:11.938Z,"13km NE of Pahala, Hawaii",earthquake
2014-03-26T15:53:46.700Z,19.4052,-155.2798,1.3,1.8,Ml,,43.2,0.00898315,0.06,hv,hv60662426,2014-03-27T02:01:21.815Z,"5km WSW of Volcano, Hawaii",earthquake
2014-03-26T22:11:36.600Z,19.1987,-155.3328,41.8,1.9,Md,,176.4,0.07186522,0.11,hv,hv60662536,2014-03-27T01:15:25.826Z,"15km E of Pahala, Hawaii",earthquake
2014-03-27T01:56:01.300Z,19.3752,-155.2443,3.8,1.8,ml,,302.3999758,0.02694946,0.33,hv,hv60662611,2014-03-27T02:01:49.000Z,"6km S of Volcano, Hawaii",earthquake
2014-03-27T02:22:16.700Z,19.2937,-155.3917,3.1,1.9,Md,,93.6,0.03593261,0.17,hv,hv60662626,2014-03-27T02:25:24.573Z,"13km NE of Pahala, Hawaii",earthquake
2014-03-27T02:29:41.100Z,19.447,-155.4955,8,2.1,ml,,39.59999683,0.06288207,0.19,hv,hv60662636,2014-03-27T02:35:26.000Z,"26km N of Pahala, Hawaii",earthquake
2014-03-27T03:00:02.600Z,19.4057,-155.2752,0.3,2.2,Md,,64.8,0.00898315,0.19,hv,hv60662646,2014-03-27T03:05:49.192Z,"4km SW of Volcano, Hawaii",earthquake
2014-03-27T09:30:17.100Z,19.4252,-155.315,5.7,1.8,Ml,,50.4,0.02694946,0.2,hv,hv60662781,2014-03-27T09:36:02.255Z,"8km W of Volcano, Hawaii",earthquake
2014-03-27T09:33:15.200Z,19.3927,-155.136,39.1,1.8,Md,,50.4,0.00898315,0.11,hv,hv60662786,2014-03-29T01:42:44.501Z,"11km ESE of Volcano, Hawaii",earthquake
2014-03-27T12:21:32.200Z,19.1905,-155.2633,42.5,1.8,Md,,208.8,0.09881468,0.11,hv,hv60235978,2014-03-27T18:14:06.334Z,"22km E of Pahala, Hawaii",earthquake
2014-03-27T12:21:40.900Z,19.45,-155.3392,5.4,0.8,md,,151.1999879,0.06288207,0.14,hv,hv60662821,2014-03-27T17:59:35.000Z,"10km WNW of Volcano, Hawaii",earthquake
2014-03-27T12:48:59.400Z,19.315,-155.2165,0.4,1.8,Md,,82.8,0.03593261,0.25,hv,hv60662831,2014-03-27T12:52:23.673Z,"13km S of Volcano, Hawaii",earthquake
2014-03-27T12:52:02.300Z,19.2172,-155.2657,43.7,1.8,Md,,190.8,0.07186522,0.12,hv,hv60662836,2014-03-27T18:25:17.682Z,"22km E of Pahala, Hawaii",earthquake
2014-03-27T12:54:05.300Z,19.2062,-155.246,43.6,1.9,Md,,212.4,0.08084838,0.1,hv,hv60662841,2014-03-27T18:32:28.507Z,"24km S of Volcano, Hawaii",earthquake
2014-03-27T12:54:44.000Z,19.2132,-155.2613,43.2,2,Md,,180,0.07186522,0.11,hv,hv60662846,2014-03-27T20:57:19.539Z,"23km E of Pahala, Hawaii",earthquake
2014-03-27T14:42:59.700Z,19.2253,-155.5853,1.8,1.7,Md,,50.4,0.08084838,0.15,hv,hv60662911,2014-03-28T20:13:11.680Z,"11km WNW of Pahala, Hawaii",earthquake
2014-03-27T17:39:08.700Z,19.3817,-155.279,2.1,0.3,Md,,176.4,0.00898315,0.05,hv,hv60662956,2014-04-01T19:32:21.611Z,"6km SW of Volcano, Hawaii",earthquake
2014-03-28T02:47:54.400Z,19.1803,-155.7173,8.2,2.2,Md,,72,0.05389892,0.2,hv,hv60663281,2014-03-28T21:11:57.882Z,"13km NNE of Hawaiian Ocean View, Hawaii",earthquake
2014-03-28T09:52:34.800Z,19.3208,-155.2963,33.3,1.8,Md,,82.8,0.01796631,0.11,hv,hv60663481,2014-03-28T23:38:45.709Z,"13km SSW of Volcano, Hawaii",earthquake
2014-03-28T09:56:13.700Z,19.7687,-155.7187,32.3,1.8,Md,,129.6,0.10779783,0.07,hv,hv60663486,2014-04-03T17:49:09.561Z,"20km SSE of Waikoloa, Hawaii",earthquake
2014-03-28T12:35:35.500Z,19.4063,-155.6425,4,1.5,Md,,158.4,0.01796631,0.11,hv,hv60663531,2014-03-29T00:31:06.532Z,"23km ESE of Honaunau-Napoopoo, Hawaii",earthquake
2014-03-28T13:59:32.400Z,19.3278,-155.1895,4.4,1.4,Md,,90,0.05389892,0.12,hv,hv60663556,2014-03-29T01:06:10.512Z,"12km SSE of Volcano, Hawaii",earthquake
2014-03-29T05:06:36.500Z,19.578,-155.9648,40.8,2,Md,,165.6,0.07186522,0.13,hv,hv60663866,2014-04-01T00:14:23.155Z,"0km NNW of Kahaluu-Keauhou, Hawaii",earthquake
2014-03-29T07:41:17.200Z,19.3408,-155.2143,6.7,1.8,ml,,64.79999482,0.03593261,0.23,hv,hv60663916,2014-03-29T07:47:00.000Z,"10km SSE of Volcano, Hawaii",earthquake
2014-03-29T13:10:58.900Z,19.4287,-154.88,1.1,2.3,Ml,,248.4,0.04491576,0.19,hv,hv60663986,2014-03-31T21:18:52.388Z,"5km SE of Leilani Estates, Hawaii",earthquake
2014-03-29T18:47:46.300Z,19.3925,-155.2797,2.4,0.5,Md,,61.2,0.00898315,0.08,hv,hv60664111,2014-03-31T18:29:53.532Z,"6km SW of Volcano, Hawaii",earthquake
2014-03-29T18:48:03.000Z,19.397,-155.2748,2.8,2.1,ml,,39.59999683,0,0.2,hv,hv60664116,2014-03-29T18:53:50.000Z,"5km SW of Volcano, Hawaii",earthquake
2014-03-29T23:35:39.800Z,19.386,-155.2797,2.8,1.8,Ml,,64.8,0,0.06,hv,hv60664221,2014-03-31T18:21:12.565Z,"6km SW of Volcano, Hawaii",earthquake
2014-03-29T23:35:50.600Z,19.3862,-155.2782,2.5,2.6,Ml,,43.2,0,0.12,hv,hv60664226,2014-05-29T23:32:08.000Z,"6km SW of Volcano, Hawaii",earthquake
2014-03-29T23:49:12.600Z,19.3895,-155.2793,2.5,0.4,Md,,104.4,0,0.03,hv,hv60664246,2014-04-01T19:23:40.605Z,"6km SW of Volcano, Hawaii",earthquake
2014-03-30T02:27:28.200Z,19.3978,-155.28,2,0.5,Md,,82.8,0.00898315,0.08,hv,hv60664321,2014-04-01T19:36:27.110Z,"5km SW of Volcano, Hawaii",earthquake
2014-03-30T06:47:31.600Z,19.3873,-155.2782,2.5,1.8,Ml,,61.2,0,0.1,hv,hv60664386,2014-03-31T23:44:49.908Z,"6km SW of Volcano, Hawaii",earthquake
2014-03-30T09:29:24.900Z,19.475,-155.6378,15.7,1.1,Md,,68.4,0.03593261,0.12,hv,hv60664411,2014-03-31T18:13:40.717Z,"23km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-03-30T14:19:19.600Z,19.329,-155.1463,6,1.5,Md,,108,0.04491576,0.1,hv,hv60664531,2014-03-31T23:03:04.037Z,"14km SE of Volcano, Hawaii",earthquake
2014-03-31T02:08:03.100Z,19.815,-156.5817,8.2,3.2,ml,,233,0.557,0.54,us,usc000nx9j,2014-05-29T23:32:10.000Z,"63km W of Kalaoa, Hawaii",earthquake
2014-03-31T16:35:49.700Z,19.3888,-155.281,2,0.5,H,,140.4,0,0.08,hv,hv60665351,2014-04-01T19:28:46.217Z,"6km SW of Volcano, Hawaii",earthquake
2014-03-31T20:48:13.300Z,19.4043,-155.2793,1.3,1.9,ml,,35.99999712,0.008983153,0.07,hv,hv60665381,2014-04-02T20:08:01.000Z,"5km SW of Volcano, Hawaii",earthquake
2014-04-01T01:24:14.400Z,19.3742,-155.0348,0.4,1.9,Md,,172.8,0.04491576,0.3,hv,hv60665511,2014-04-01T01:27:36.417Z,"16km SW of Leilani Estates, Hawaii",earthquake
2014-04-01T01:55:33.100Z,19.3815,-155.2808,2.2,0.6,Md,,86.4,0.00898315,0.07,hv,hv60665536,2014-04-01T21:46:07.637Z,"7km SW of Volcano, Hawaii",earthquake
2014-04-01T03:05:51.100Z,19.3823,-155.2808,2.5,2,Ml,,75.6,0,0.06,hv,hv60665561,2014-04-01T19:14:29.523Z,"7km SW of Volcano, Hawaii",earthquake
2014-04-01T03:13:55.000Z,19.3837,-155.2758,1.7,0.3,Md,,154.8,0.00898315,0.07,hv,hv60665571,2014-04-02T21:12:55.488Z,"6km SW of Volcano, Hawaii",earthquake
2014-04-01T04:13:23.900Z,19.335,-155.1163,7.6,2.7,Ml,,122.4,0.05389892,0.09,hv,hv60665601,2014-05-29T23:32:11.000Z,"16km SE of Volcano, Hawaii",earthquake
2014-04-01T08:28:26.000Z,19.4538,-155.2623,22.3,2.5,Ml,,36,0.02694946,0.11,hv,hv60665721,2014-05-29T23:32:11.000Z,"3km NW of Volcano, Hawaii",earthquake
2014-04-01T09:25:12.400Z,19.9638,-155.4808,36.5,2,Md,,190.8,0.1527136,0.11,hv,hv60665741,2014-04-02T01:08:30.604Z,"13km S of Honoka'a, Hawaii",earthquake
2014-04-01T12:23:06.000Z,19.3763,-155.2847,2.6,0.5,md,,100.7999919,0.008983153,0.06,hv,hv60665786,2014-04-01T21:30:51.000Z,"7km SW of Volcano, Hawaii",earthquake
2014-04-01T12:55:06.400Z,19.3997,-155.2642,2.7,1.6,Ml,,61.2,0,0.04,hv,hv60665791,2014-04-02T20:43:39.868Z,"4km SW of Volcano, Hawaii",earthquake
2014-04-01T13:49:33.300Z,19.3877,-155.2778,2.7,2.5,Ml,,43.2,0,0.08,hv,hv60665806,2014-05-29T23:32:12.000Z,"6km SW of Volcano, Hawaii",earthquake
2014-04-01T14:41:57.500Z,19.7183,-155.7298,15.5,1.5,Md,,133.2,0.1527136,0.13,hv,hv60665831,2014-04-02T01:47:04.892Z,"25km ENE of Holualoa, Hawaii",earthquake
2014-04-01T16:21:03.400Z,19.4068,-155.2753,0,2.4,Ml,,64.8,0.00898315,0.17,hv,hv60665866,2014-04-02T00:23:37.365Z,"4km SW of Volcano, Hawaii",earthquake
2014-04-01T17:26:33.900Z,19.4005,-155.2793,0,0.9,Ml,,57.6,0.00898315,0.13,hv,hv60665896,2014-04-01T19:19:30.096Z,"5km SW of Volcano, Hawaii",earthquake
2014-04-01T17:31:12.800Z,19.3942,-155.2823,1.3,2.4,Ml,,108,0.00898315,0.13,hv,hv60665901,2014-04-02T01:34:45.177Z,"6km SW of Volcano, Hawaii",earthquake
2014-04-01T17:48:06.600Z,19.5532,-155.3695,19.1,2.3,Ml,,86.4,0.06288207,0.1,hv,hv60665911,2014-04-01T22:54:55.485Z,"19km NW of Volcano, Hawaii",earthquake
2014-04-01T17:56:57.000Z,19.3965,-155.2807,1.8,0.5,Md,,93.6,0.00898315,0.08,hv,hv60665921,2014-04-02T21:04:14.334Z,"5km SW of Volcano, Hawaii",earthquake
2014-04-01T22:26:50.100Z,19.4337,-155.4087,8.2,1.3,Md,,36,0.06288207,0.1,hv,hv60665996,2014-04-02T00:36:31.966Z,"17km W of Volcano, Hawaii",earthquake
2014-04-01T23:31:14.400Z,19.3878,-155.281,2.4,0.4,Md,,72,0,0.04,hv,hv60666026,2014-04-02T21:17:01.935Z,"6km SW of Volcano, Hawaii",earthquake
2014-04-02T01:36:16.500Z,19.3952,-155.2793,2.3,0.5,Md,,54,0.00898315,0.04,hv,hv60666086,2014-04-02T21:28:18.189Z,"5km SW of Volcano, Hawaii",earthquake
2014-04-02T02:51:58.600Z,19.2757,-155.456,2,2.4,Ml,,57.6,0.06288207,0.13,hv,hv60666106,2014-04-02T20:45:44.030Z,"8km NNE of Pahala, Hawaii",earthquake
2014-04-02T03:01:31.200Z,19.4785,-155.696,12.1,1.1,Md,,136.8,0.02694946,0.07,hv,hv60666111,2014-04-07T17:31:12.347Z,"17km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-04-02T04:15:34.200Z,19.3845,-155.2803,2.4,0.4,Md,,151.2,0,0.04,hv,hv60666141,2014-04-02T20:46:50.324Z,"6km SW of Volcano, Hawaii",earthquake
2014-04-02T07:30:16.600Z,19.3872,-155.2798,2.7,0.5,Md,,115.2,0,0.04,hv,hv60666206,2014-04-02T21:00:08.820Z,"6km SW of Volcano, Hawaii",earthquake
2014-04-02T11:11:23.600Z,19.3723,-155.2838,2.6,0.8,Md,,111.6,0.01796631,0.06,hv,hv60666281,2014-04-02T21:21:42.484Z,"8km SW of Volcano, Hawaii",earthquake
2014-04-02T13:20:44.900Z,19.3843,-155.2808,2.3,0.4,Md,,79.2,0,0.03,hv,hv60666316,2014-04-02T19:58:49.738Z,"6km SW of Volcano, Hawaii",earthquake
2014-04-02T13:21:19.300Z,19.3813,-155.2797,2.4,2.4,ml,,75.59999395,0.008983153,0.08,hv,hv60666321,2014-04-02T21:24:00.488Z,"7km SW of Volcano, Hawaii",earthquake
2014-04-02T13:22:34.800Z,19.3843,-155.2803,2.4,1.9,Ml,,75.6,0,0.05,hv,hv60666326,2014-04-02T20:14:41.604Z,"6km SW of Volcano, Hawaii",earthquake
2014-04-02T13:34:27.500Z,19.3867,-155.281,2.2,0.3,Md,,129.6,0,0.04,hv,hv60666336,2014-04-02T20:38:04.244Z,"6km SW of Volcano, Hawaii",earthquake
2014-04-02T13:35:58.600Z,19.209,-155.4035,32.2,1.7,Md,,169.2,0.02694946,0.09,hv,hv60666341,2014-04-02T22:14:03.654Z,"8km E of Pahala, Hawaii",earthquake
2014-04-02T14:50:54.800Z,19.388,-155.2798,2,0.4,md,,93.59999251,0,0.05,hv,hv60666416,2014-04-02T21:07:50.000Z,"6km SW of Volcano, Hawaii",earthquake
2014-04-02T14:56:49.600Z,19.5605,-155.6297,7.9,1.4,Md,,154.8,0.02694946,0.1,hv,hv60666426,2014-04-03T18:01:55.979Z,"27km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-04-02T15:32:28.600Z,19.3842,-155.281,2.2,0.4,Md,,79.2,0,0.05,hv,hv60666451,2014-04-02T20:57:02.462Z,"6km SW of Volcano, Hawaii",earthquake
2014-04-02T15:32:32.200Z,19.3857,-155.28,2.3,0.6,Md,,75.6,0,0.06,hv,hv60666456,2014-04-02T20:53:56.096Z,"6km SW of Volcano, Hawaii",earthquake
2014-04-02T19:23:17.900Z,19.2283,-155.4213,33.5,2.2,Md,,136.8,0.02694946,0.17,hv,hv60666571,2014-04-02T19:26:25.843Z,"6km ENE of Pahala, Hawaii",earthquake
2014-04-02T22:09:30.500Z,19.2187,-155.4055,32.5,2.1,md,,147.5999882,0.01796631,0.11,hv,hv60666676,2014-04-03T06:12:08.740Z,"7km E of Pahala, Hawaii",earthquake
2014-04-03T05:44:04.800Z,19.7145,-155.7287,15.5,1.5,Md,,154.8,0.1527136,0.14,hv,hv60666851,2014-04-03T17:32:52.669Z,"25km ENE of Holualoa, Hawaii",earthquake
2014-04-03T07:37:40.600Z,19.7245,-155.7312,18.9,1.6,Md,,136.8,0.10779783,0.15,hv,hv60666871,2014-04-03T17:39:28.464Z,"24km SSE of Waikoloa, Hawaii",earthquake
2014-04-03T11:28:55.600Z,19.391,-155.2793,2.4,0.6,Md,,57.6,0.00898315,0.06,hv,hv60666921,2014-04-03T21:18:28.195Z,"6km SW of Volcano, Hawaii",earthquake
2014-04-03T13:03:53.800Z,19.3787,-155.2377,2.9,2.3,Ml,,82.8,0.00898315,0.08,hv,hv60666951,2014-04-03T20:42:53.940Z,"5km S of Volcano, Hawaii",earthquake
2014-04-03T16:02:58.500Z,19.3937,-155.2792,2.4,1.9,Ml,,43.2,0.00898315,0.07,hv,hv60666996,2014-04-03T21:02:41.404Z,"5km SW of Volcano, Hawaii",earthquake
2014-04-03T17:13:35.400Z,19.141,-155.4248,39.8,1.9,Md,,219.6,0.03593261,0.09,hv,hv60667011,2014-04-04T00:16:13.032Z,"9km SE of Pahala, Hawaii",earthquake
2014-04-03T23:28:05.300Z,19.2342,-155.4002,32.8,1.7,Md,,165.6,0,0.09,hv,hv60667176,2014-04-04T01:19:15.038Z,"8km ENE of Pahala, Hawaii",earthquake
2014-04-04T00:05:39.800Z,19.394,-155.2792,2.4,1.8,Ml,,50.4,0.00898315,0.07,hv,hv60667201,2014-04-04T00:57:52.659Z,"5km SW of Volcano, Hawaii",earthquake
2014-04-04T00:59:06.800Z,19.4108,-155.2883,1,1.9,Ml,,140.4,0.00898315,0.28,hv,hv60667241,2014-04-04T01:04:53.430Z,"5km WSW of Volcano, Hawaii",earthquake
2014-04-04T01:03:34.500Z,19.3872,-155.279,2.6,2.3,Ml,,61.2,0,0.07,hv,hv60667246,2014-04-04T01:49:43.367Z,"6km SW of Volcano, Hawaii",earthquake
2014-04-04T02:09:29.000Z,19.2933,-155.388,3.2,1.2,Md,,97.2,0.03593261,0.09,hv,hv60667306,2014-04-04T22:12:32.333Z,"13km NE of Pahala, Hawaii",earthquake
2014-04-04T04:42:49.300Z,19.2947,-155.3898,3.9,1.1,Md,,93.6,0.03593261,0.09,hv,hv60667371,2014-04-05T00:50:42.052Z,"13km NE of Pahala, Hawaii",earthquake
2014-04-04T08:33:42.600Z,19.4172,-155.6238,1.6,1.2,Md,,126,0.01796631,0.21,hv,hv60667431,2014-04-04T20:37:01.462Z,"25km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-04-04T13:18:03.600Z,19.3772,-155.4462,6.9,1.3,Md,,46.8,0.00898315,0.09,hv,hv60667506,2014-04-08T02:17:01.493Z,"19km N of Pahala, Hawaii",earthquake
2014-04-04T17:45:37.600Z,19.489,-155.437,2.2,1.9,Md,,82.8,0.04491576,0.36,hv,hv60667551,2014-04-04T17:48:52.649Z,"21km WNW of Volcano, Hawaii",earthquake
2014-04-04T20:11:38.300Z,19.2562,-155.2387,30.3,2.7,Ml,,165.6,0.02694946,0.11,hv,hv60667621,2014-06-11T06:06:08.000Z,"19km S of Volcano, Hawaii",earthquake
2014-04-04T20:45:44.800Z,19.2185,-155.4567,36.5,1.8,Md,,108,0.05389892,0.08,hv,hv60667636,2014-04-05T02:13:22.264Z,"2km ENE of Pahala, Hawaii",earthquake
2014-04-04T21:36:40.100Z,19.4892,-155.58,0.5,2.1,Ml,,54,0.01796631,0.16,hv,hv60667661,2014-04-05T05:39:08.325Z,"30km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-04-05T04:57:32.000Z,19.326,-155.1318,2.7,2.3,Ml,,118.8,0.03593261,0.31,hv,hv60667826,2014-04-05T05:03:21.554Z,"16km SE of Volcano, Hawaii",earthquake
2014-04-05T12:02:24.300Z,19.3933,-155.2798,2.3,1.9,Ml,,50.4,0.00898315,0.17,hv,hv60668006,2014-04-05T12:08:10.106Z,"6km SW of Volcano, Hawaii",earthquake
2014-04-05T23:29:57.700Z,19.3463,-155.2168,7.7,3,ml,,61.1999951,0.02694946,0.08,hv,hv60668161,2014-06-11T06:06:10.000Z,"9km SSE of Volcano, Hawaii",earthquake
2014-04-06T01:27:56.500Z,18.8445,-156.795,28.7,2.5,md,,320,0.97,0.57,us,usc000p7ee,2014-06-11T06:06:10.000Z,"111km WSW of Hawaiian Ocean View, Hawaii",earthquake
2014-04-06T08:32:48.400Z,19.4092,-155.6358,3.7,2.2,Ml,,118.8,0.00898315,0.08,hv,hv60668301,2014-04-07T23:46:42.889Z,"24km ESE of Honaunau-Napoopoo, Hawaii",earthquake
2014-04-06T09:53:24.500Z,19.4942,-155.687,8.4,1.2,Md,,104.4,0.01796631,0.09,hv,hv60668336,2014-04-07T17:56:06.127Z,"19km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-04-06T09:53:53.200Z,19.4942,-155.6902,8.6,1,Md,,79.2,0.01796631,0.1,hv,hv60236078,2014-04-07T18:27:14.917Z,"18km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-04-06T09:55:30.100Z,19.4977,-155.6938,9.2,1.1,Md,,140.4,0.00898315,0.06,hv,hv60668341,2014-04-07T18:13:58.403Z,"18km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-04-06T13:16:19.700Z,19.3585,-155.5018,7.6,2.2,Ml,,32.4,0.04491576,0.25,hv,hv60668401,2014-04-06T13:22:04.703Z,"17km N of Pahala, Hawaii",earthquake
2014-04-06T14:08:24.600Z,19.8252,-155.5222,14.1,1.8,Md,,108,0.07186522,0.24,hv,hv60668421,2014-04-06T14:11:55.367Z,"26km SE of Waimea, Hawaii",earthquake
2014-04-06T16:35:49.100Z,19.8358,-155.3552,33,2.6,Ml,,68.4,0.05389892,0.12,hv,hv60668481,2014-06-11T06:06:10.000Z,"25km W of Pepeekeo, Hawaii",earthquake
2014-04-06T17:52:50.300Z,19.3862,-155.286,2.1,1.8,ml,,68.39999453,0,0.18,hv,hv60668541,2014-04-06T17:58:36.000Z,"7km SW of Volcano, Hawaii",earthquake
2014-04-07T00:25:56.300Z,19.195,-155.4442,0,2.1,Md,,129.6,0.04491576,0.27,hv,hv60668741,2014-04-07T00:29:14.276Z,"3km ESE of Pahala, Hawaii",earthquake
2014-04-07T02:48:34.100Z,19.2705,-155.2407,30.8,2,Md,,162,0.01796631,0.2,hv,hv60668806,2014-04-07T02:51:45.056Z,"17km S of Volcano, Hawaii",earthquake
2014-04-07T03:46:24.400Z,19.3902,-155.28,2.4,1.8,Ml,,61.2,0,0.08,hv,hv60668816,2014-04-07T20:44:27.249Z,"6km SW of Volcano, Hawaii",earthquake
2014-04-07T06:07:57.700Z,19.8428,-155.5472,30.6,2,Md,,115.2,0.08983153,0.16,hv,hv60668871,2014-04-07T06:11:23.437Z,"23km SSE of Waimea, Hawaii",earthquake
2014-04-07T07:43:59.900Z,19.4975,-155.6957,9.1,1,Md,,129.6,0.00898315,0.08,hv,hv60668906,2014-04-07T17:25:06.690Z,"18km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-04-07T07:45:25.000Z,19.5012,-155.6927,9.4,1,Md,,118.8,0.00898315,0.07,hv,hv60668911,2014-04-07T17:15:24.407Z,"18km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-04-07T10:15:21.700Z,19.4952,-155.69,8.5,1,Md,,79.2,0.01796631,0.08,hv,hv60668981,2014-04-07T17:20:31.117Z,"18km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-04-07T10:49:09.700Z,19.503,-155.6948,10.3,2.1,Ml,,115.2,0.00898315,0.1,hv,hv60668996,2014-04-08T21:01:59.923Z,"18km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-04-07T11:09:01.900Z,19.4898,-155.6847,7.4,1,Md,,126,0.01796631,0.12,hv,hv60669006,2014-04-07T18:01:46.921Z,"19km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-04-07T11:32:37.500Z,19.4958,-155.4918,4.9,0.8,Md,,108,0.04491576,0.08,hv,hv60669011,2014-04-07T20:18:28.500Z,"27km WNW of Volcano, Hawaii",earthquake
2014-04-07T12:21:01.000Z,19.4927,-155.6933,8.7,1.1,Md,,82.8,0.01796631,0.08,hv,hv60669026,2014-04-07T18:06:52.499Z,"18km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-04-07T18:09:28.600Z,19.4657,-155.6018,11.5,0.9,Md,,82.8,0.01796631,0.1,hv,hv60669131,2014-04-08T18:08:34.609Z,"27km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-04-07T22:40:49.500Z,19.5,-155.6962,9.7,1.5,Md,,104.4,0.00898315,0.13,hv,hv60669201,2014-04-08T01:07:32.941Z,"18km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-04-07T23:19:27.400Z,19.4997,-155.6898,9.2,1.1,Md,,82.8,0.00898315,0.08,hv,hv60669226,2014-04-08T00:21:07.560Z,"18km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-04-08T01:49:19.500Z,19.3932,-155.2522,2.5,0.7,Md,,68.4,0.01796631,0.06,hv,hv60669271,2014-04-08T02:35:53.618Z,"4km SSW of Volcano, Hawaii",earthquake
2014-04-08T01:49:30.300Z,19.3943,-155.2525,2.4,2.3,Ml,,68.4,0.00898315,0.08,hv,hv60669276,2014-04-08T20:09:38.197Z,"4km SSW of Volcano, Hawaii",earthquake
2014-04-08T03:29:19.600Z,19.5017,-155.6882,9.8,1,Md,,111.6,0.01796631,0.08,hv,hv60669321,2014-04-08T20:38:07.296Z,"19km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-04-08T07:50:25.800Z,19.5,-155.688,9.6,1.1,Md,,118.8,0.01796631,0.07,hv,hv60669436,2014-04-14T19:00:40.257Z,"19km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-04-08T13:21:40.300Z,19.3902,-155.2752,2.8,2.4,Ml,,43.2,0.00898315,0.09,hv,hv60669466,2014-05-06T19:31:29.000Z,"6km SW of Volcano, Hawaii",earthquake
2014-04-09T02:37:22.000Z,19.38,-155.242,2.7,0.5,Md,,79.2,0.00898315,0.06,hv,hv60669601,2014-04-10T21:18:06.484Z,"5km S of Volcano, Hawaii",earthquake
2014-04-09T02:37:47.300Z,19.3817,-155.2423,2.1,2.4,Ml,,64.8,0.00898315,0.09,hv,hv60669606,2014-04-10T03:41:24.026Z,"5km S of Volcano, Hawaii",earthquake
2014-04-09T08:29:30.300Z,19.144,-155.6568,1.5,1.2,Md,,97.2,0.09881468,0.13,hv,hv60669756,2014-04-10T02:14:46.200Z,"14km NE of Hawaiian Ocean View, Hawaii",earthquake
2014-04-09T08:35:50.600Z,19.6232,-155.4523,7.4,2.6,Ml,,230.4,0.26051143,0.17,hv,hv60669771,2014-04-09T16:38:24.312Z,"30km NW of Volcano, Hawaii",earthquake
2014-04-09T11:06:59.800Z,19.3877,-155.4683,9.3,1,Md,,118.8,0.01796631,0.06,hv,hv60669811,2014-04-16T18:26:05.772Z,"20km N of Pahala, Hawaii",earthquake
2014-04-09T11:07:08.600Z,19.3768,-155.4717,10.9,1,Md,,144,0.01796631,0.09,hv,hv60236178,2014-04-16T18:30:42.267Z,"19km N of Pahala, Hawaii",earthquake
2014-04-09T13:31:54.000Z,19.4923,-155.6882,8.3,1.1,Md,,82.8,0.01796631,0.11,hv,hv60669846,2014-04-09T22:00:26.879Z,"18km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-04-09T13:32:15.100Z,19.4903,-155.6955,8.6,2.7,Ml,,54,0.01796631,0.16,hv,hv60669851,2014-07-01T02:37:52.000Z,"18km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-04-09T13:44:00.200Z,19.492,-155.6872,8.1,1,Md,,79.2,0.01796631,0.09,hv,hv60669856,2014-04-15T17:49:40.449Z,"19km ENE of Honaunau-Napoopoo, Hawaii",earthquake
